Date,Home Team,Away Team,xG_home,xG_away,DEEP_home,DEEP_away,PPDA_home,PPDA_away,xPTS_home,xPTS_away
May 18 2019,Borussia M.Gladbach,Borussia Dortmund,0.63,2.36,5,22,36.25,15.69,0.23,2.65
May 18 2019,Fortuna Duesseldorf,Hannover 96,2.17,1.04,14,5,7.85,12.46,2.28,0.51
May 18 2019,Wolfsburg,Augsburg,4.15,0.67,9,8,7.95,15.82,2.91,0.06
May 18 2019,Mainz 05,Hoffenheim,2.88,1.64,16,9,8.30,10.14,2.21,0.61
Aug 16 2019,Bayern Munich,Hertha Berlin,2.48,1.18,17,2,10.50,16.22,2.36,0.45
Aug 17 2019,Werder Bremen,Fortuna Duesseldorf,2.01,1.02,14,7,11.87,21.00,2.10,0.67
Aug 17 2019,Freiburg,Mainz 05,1.88,0.78,3,8,20.20,10.39,2.26,0.53
Aug 17 2019,Borussia Dortmund,Augsburg,3.26,0.90,14,3,5.91,22.67,2.74,0.17
Aug 17 2019,Bayer Leverkusen,Paderborn,2.48,1.20,9,2,3.84,17.38,2.39,0.41
Aug 17 2019,Wolfsburg,FC Cologne,0.98,0.66,5,2,8.56,7.10,1.62,1.03
Aug 17 2019,Borussia M.Gladbach,Schalke 04,1.43,0.76,7,5,5.76,15.29,1.94,0.79
Aug 18 2019,Eintracht Frankfurt,Hoffenheim,1.82,0.63,4,4,11.45,6.44,2.33,0.47
Aug 18 2019,Union Berlin,RasenBallsport Leipzig,0.78,3.93,2,12,15.77,8.23,0.08,2.89
Aug 23 2019,FC Cologne,Borussia Dortmund,0.94,2.08,2,6,16.63,4.57,0.52,2.27
Aug 24 2019,Paderborn,Freiburg,1.81,2.38,4,7,5.56,14.47,0.94,1.84
Aug 24 2019,Hoffenheim,Werder Bremen,1.05,0.84,4,3,10.50,16.53,1.54,1.13
Aug 24 2019,Fortuna Duesseldorf,Bayer Leverkusen,1.12,1.82,4,7,18.76,5.14,0.83,1.92
Aug 24 2019,Mainz 05,Borussia M.Gladbach,1.81,2.09,5,9,8.17,10.72,1.17,1.60
Aug 24 2019,Augsburg,Union Berlin,1.38,0.89,3,2,6.11,6.93,1.78,0.91
Aug 24 2019,Schalke 04,Bayern Munich,1.08,1.60,6,9,18.28,9.68,0.90,1.83
Aug 25 2019,RasenBallsport Leipzig,Eintracht Frankfurt,1.78,0.94,2,4,13.86,9.30,2.07,0.69
Aug 25 2019,Hertha Berlin,Wolfsburg,0.94,1.33,10,5,7.96,11.31,0.99,1.70
Aug 30 2019,Borussia M.Gladbach,RasenBallsport Leipzig,1.46,3.13,4,7,8.29,8.17,0.38,2.47
Aug 31 2019,Wolfsburg,Paderborn,1.00,0.49,9,6,4.78,10.26,1.83,0.84
Aug 31 2019,Freiburg,FC Cologne,0.84,1.63,1,3,11.44,6.59,0.65,2.10
Aug 31 2019,Schalke 04,Hertha Berlin,1.17,0.77,7,6,11.77,21.38,1.74,0.95
Aug 31 2019,Bayern Munich,Mainz 05,3.35,0.72,8,2,5.35,20.35,2.81,0.12
Aug 31 2019,Bayer Leverkusen,Hoffenheim,0.94,0.45,8,1,7.69,20.83,1.78,0.85
Aug 31 2019,Union Berlin,Borussia Dortmund,1.42,1.60,2,12,23.74,8.23,1.18,1.52
Sep 01 2019,Werder Bremen,Augsburg,2.47,1.48,5,5,8.81,18.88,2.12,0.65
Sep 01 2019,Eintracht Frankfurt,Fortuna Duesseldorf,1.76,0.76,2,3,6.23,12.41,2.18,0.60
Sep 13 2019,Fortuna Duesseldorf,Wolfsburg,0.68,2.29,4,3,14.90,6.89,0.30,2.56
Sep 14 2019,Mainz 05,Hertha Berlin,1.12,2.08,4,8,10.52,14.83,0.71,2.06
Sep 14 2019,Augsburg,Eintracht Frankfurt,1.59,0.90,3,9,18.40,6.17,1.94,0.81
Sep 14 2019,FC Cologne,Borussia M.Gladbach,0.84,1.55,8,7,5.11,6.18,0.78,1.96
Sep 14 2019,Union Berlin,Werder Bremen,1.98,2.15,5,6,8.77,9.12,1.23,1.48
Sep 14 2019,Borussia Dortmund,Bayer Leverkusen,3.23,1.15,9,3,16.61,6.92,2.68,0.22
Sep 14 2019,RasenBallsport Leipzig,Bayern Munich,1.65,1.67,7,10,17.18,9.14,1.36,1.37
Sep 15 2019,Hoffenheim,Freiburg,1.10,1.79,11,5,6.74,21.88,0.90,1.86
Sep 15 2019,Paderborn,Schalke 04,1.40,1.92,3,14,8.50,7.74,0.99,1.75
Sep 20 2019,Schalke 04,Mainz 05,0.87,0.99,6,6,8.33,7.13,1.24,1.44
Sep 21 2019,Hertha Berlin,Paderborn,0.98,1.89,4,8,8.19,5.86,0.68,2.09
Sep 21 2019,Freiburg,Augsburg,1.70,0.88,5,6,7.10,10.68,2.04,0.71
Sep 21 2019,Bayern Munich,FC Cologne,2.92,1.03,12,7,7.92,14.50,2.55,0.33
Sep 21 2019,Bayer Leverkusen,Union Berlin,1.56,0.13,8,1,9.50,22.52,2.55,0.26
Sep 21 2019,Werder Bremen,RasenBallsport Leipzig,0.58,1.73,9,8,13.95,9.79,0.50,2.28
Sep 22 2019,Borussia M.Gladbach,Fortuna Duesseldorf,4.29,1.28,7,5,9.82,18.40,2.80,0.14
Sep 22 2019,Eintracht Frankfurt,Borussia Dortmund,1.16,2.37,1,6,10.05,7.90,0.57,2.24
Sep 23 2019,Wolfsburg,Hoffenheim,0.94,0.74,6,8,10.07,10.14,1.51,1.15
Sep 27 2019,Union Berlin,Eintracht Frankfurt,0.76,2.31,4,2,13.64,9.88,0.33,2.53
Sep 28 2019,Paderborn,Bayern Munich,0.28,3.47,2,17,16.80,9.86,0.04,2.93
Sep 28 2019,Mainz 05,Wolfsburg,1.28,0.99,5,7,7.61,9.46,1.56,1.12
Sep 28 2019,Augsburg,Bayer Leverkusen,0.27,0.98,1,6,25.65,11.00,0.59,2.09
Sep 28 2019,RasenBallsport Leipzig,Schalke 04,1.28,2.65,13,10,6.36,9.61,0.48,2.35
Sep 28 2019,Hoffenheim,Borussia M.Gladbach,1.31,2.84,5,6,13.24,10.38,0.47,2.37
Sep 28 2019,Borussia Dortmund,Werder Bremen,1.76,0.98,8,3,11.67,22.41,1.98,0.77
Sep 29 2019,Fortuna Duesseldorf,Freiburg,2.02,1.67,3,2,20.23,12.16,1.62,1.11
Sep 29 2019,FC Cologne,Hertha Berlin,0.53,2.20,8,4,10.00,18.88,0.26,2.60
Oct 04 2019,Hertha Berlin,Fortuna Duesseldorf,2.02,1.18,6,2,11.18,12.61,2.02,0.73
Oct 05 2019,Paderborn,Mainz 05,1.49,2.64,3,7,12.73,11.26,0.63,2.17
Oct 05 2019,Freiburg,Borussia Dortmund,0.47,0.77,2,4,20.09,12.33,0.96,1.63
Oct 05 2019,Bayern Munich,Hoffenheim,1.77,0.72,11,3,8.21,21.47,2.17,0.61
Oct 05 2019,Bayer Leverkusen,RasenBallsport Leipzig,1.66,2.46,9,3,7.81,16.90,0.79,1.97
Oct 05 2019,Schalke 04,FC Cologne,2.05,1.05,12,2,4.59,10.13,2.14,0.64
Oct 06 2019,Borussia M.Gladbach,Augsburg,3.59,1.35,11,3,8.04,17.17,2.69,0.22
Oct 06 2019,Wolfsburg,Union Berlin,1.80,0.51,6,2,9.15,7.68,2.37,0.44
Oct 06 2019,Eintracht Frankfurt,Werder Bremen,2.96,1.76,8,2,6.78,14.69,2.27,0.53
Oct 18 2019,Eintracht Frankfurt,Bayer Leverkusen,2.74,1.59,9,7,16.61,5.26,2.15,0.67
Oct 19 2019,Augsburg,Bayern Munich,2.14,3.06,3,20,33.54,6.29,0.79,2.00
Oct 19 2019,Union Berlin,Freiburg,1.48,0.57,8,6,11.93,11.18,2.16,0.59
Oct 19 2019,RasenBallsport Leipzig,Wolfsburg,1.36,1.69,6,6,7.07,10.12,1.08,1.63
Oct 19 2019,Werder Bremen,Hertha Berlin,0.97,0.35,10,2,15.11,24.23,1.90,0.74
Oct 19 2019,Fortuna Duesseldorf,Mainz 05,2.02,0.24,6,0,11.71,14.68,2.71,0.18
Oct 19 2019,Borussia Dortmund,Borussia M.Gladbach,1.63,3.22,6,11,9.32,12.62,0.43,2.43
Oct 20 2019,FC Cologne,Paderborn,2.42,0.57,3,2,15.71,9.28,2.58,0.28
Oct 20 2019,Hoffenheim,Schalke 04,0.97,0.86,1,14,8.66,6.06,1.47,1.17
Oct 25 2019,Mainz 05,FC Cologne,1.55,1.52,4,9,7.64,10.89,1.40,1.33
Oct 26 2019,Bayern Munich,Union Berlin,2.88,1.73,15,0,8.86,15.54,2.17,0.62
Oct 26 2019,Paderborn,Fortuna Duesseldorf,0.74,1.44,3,5,8.88,9.64,0.79,1.94
Oct 26 2019,Schalke 04,Borussia Dortmund,1.09,0.35,3,4,11.00,8.00,2.08,0.62
Oct 26 2019,Freiburg,RasenBallsport Leipzig,1.78,2.56,3,8,12.96,11.52,0.82,1.95
Oct 26 2019,Hertha Berlin,Hoffenheim,2.37,2.93,7,4,9.76,11.35,1.01,1.76
Oct 26 2019,Bayer Leverkusen,Werder Bremen,2.95,0.50,8,6,5.00,17.41,2.81,0.12
Oct 27 2019,Wolfsburg,Augsburg,0.96,0.74,7,5,7.13,10.65,1.54,1.12
Oct 27 2019,Borussia M.Gladbach,Eintracht Frankfurt,2.00,1.00,5,3,12.35,8.34,2.13,0.65
Nov 01 2019,Hoffenheim,Paderborn,1.90,0.46,7,2,19.94,45.50,2.46,0.36
Nov 02 2019,Borussia Dortmund,Wolfsburg,2.15,1.31,11,9,10.00,10.81,2.01,0.77
Nov 02 2019,RasenBallsport Leipzig,Mainz 05,3.96,0.86,11,4,8.15,23.63,2.88,0.08
Nov 02 2019,Bayer Leverkusen,Borussia M.Gladbach,2.13,2.06,3,3,7.56,16.17,1.38,1.36
Nov 02 2019,Eintracht Frankfurt,Bayern Munich,3.00,1.08,7,5,9.95,15.00,2.58,0.29
Nov 02 2019,Werder Bremen,Freiburg,2.03,0.87,9,5,15.20,11.25,2.23,0.57
Nov 02 2019,Union Berlin,Hertha Berlin,1.31,0.42,3,4,8.50,27.22,2.27,0.48
Nov 03 2019,Fortuna Duesseldorf,FC Cologne,2.19,1.03,1,10,8.87,6.65,2.29,0.51
Nov 03 2019,Augsburg,Schalke 04,1.55,0.36,6,5,15.57,6.76,2.47,0.34
Nov 08 2019,FC Cologne,Hoffenheim,0.64,1.62,12,8,8.80,10.00,0.54,2.23
Nov 09 2019,Hertha Berlin,RasenBallsport Leipzig,0.46,1.94,2,9,16.13,7.07,0.24,2.63
Nov 09 2019,Mainz 05,Union Berlin,2.05,1.54,8,6,6.31,10.08,1.75,1.01
Nov 09 2019,Schalke 04,Fortuna Duesseldorf,1.23,2.06,3,5,10.20,10.19,0.69,2.07
Nov 09 2019,Paderborn,Augsburg,1.20,1.09,3,17,6.15,12.11,1.47,1.20
Nov 09 2019,Bayern Munich,Borussia Dortmund,3.91,0.61,8,1,10.00,18.27,2.93,0.04
Nov 10 2019,Borussia M.Gladbach,Werder Bremen,2.16,1.60,6,3,6.97,10.22,1.77,0.97
Nov 10 2019,Wolfsburg,Bayer Leverkusen,0.57,1.21,4,0,10.34,9.42,0.80,1.90
Nov 10 2019,Freiburg,Eintracht Frankfurt,0.77,1.13,6,7,10.44,19.00,1.00,1.67
Nov 22 2019,Borussia Dortmund,Paderborn,1.91,2.11,14,3,6.00,31.86,1.20,1.55
Nov 23 2019,Bayer Leverkusen,Freiburg,3.97,1.25,7,4,6.85,19.70,2.80,0.13
Nov 23 2019,Fortuna Duesseldorf,Bayern Munich,0.44,3.82,3,14,32.38,5.57,0.03,2.95
Nov 23 2019,Werder Bremen,Schalke 04,1.73,0.66,7,4,8.58,9.33,2.30,0.48
Nov 23 2019,Eintracht Frankfurt,Wolfsburg,0.85,1.35,9,4,3.19,9.32,0.93,1.79
Nov 23 2019,Union Berlin,Borussia M.Gladbach,1.50,0.96,4,7,15.40,10.87,1.86,0.86
Nov 23 2019,RasenBallsport Leipzig,FC Cologne,2.57,0.89,22,3,9.83,30.07,2.52,0.33
Nov 24 2019,Augsburg,Hertha Berlin,1.77,0.80,2,2,11.13,14.17,2.15,0.60
Nov 24 2019,Hoffenheim,Mainz 05,2.15,2.10,9,4,9.12,11.41,1.42,1.36
Nov 29 2019,Schalke 04,Union Berlin,1.27,1.66,9,1,11.15,12.39,1.06,1.66
Nov 30 2019,Hertha Berlin,Borussia Dortmund,0.75,1.48,7,9,8.97,15.95,0.73,2.02
Nov 30 2019,FC Cologne,Augsburg,1.07,2.29,8,5,8.86,12.00,0.49,2.32
Nov 30 2019,Paderborn,RasenBallsport Leipzig,1.56,1.79,4,10,9.19,8.30,1.23,1.53
Nov 30 2019,Hoffenheim,Fortuna Duesseldorf,2.69,0.88,6,3,14.85,11.29,2.59,0.29
Nov 30 2019,Bayern Munich,Bayer Leverkusen,2.25,1.45,16,3,4.61,20.50,1.90,0.89
Dec 01 2019,Borussia M.Gladbach,Freiburg,5.29,1.53,19,3,15.65,14.17,2.93,0.05
Dec 01 2019,Wolfsburg,Werder Bremen,2.71,1.29,7,2,5.58,12.29,2.38,0.44
Dec 02 2019,Mainz 05,Eintracht Frankfurt,2.05,2.01,12,6,6.30,11.78,1.41,1.33
Dec 06 2019,Eintracht Frankfurt,Hertha Berlin,2.69,1.44,9,1,6.00,12.94,2.24,0.57
Dec 07 2019,Borussia Dortmund,Fortuna Duesseldorf,3.95,0.10,24,4,8.12,34.20,2.98,0.01
Dec 07 2019,RasenBallsport Leipzig,Hoffenheim,3.59,1.28,5,8,10.58,9.88,2.68,0.23
Dec 07 2019,Borussia M.Gladbach,Bayern Munich,1.33,1.74,2,8,9.97,5.58,1.05,1.66
Dec 07 2019,Freiburg,Wolfsburg,0.43,1.59,2,2,8.86,7.21,0.44,2.36
Dec 07 2019,Augsburg,Mainz 05,3.04,0.43,9,3,9.85,6.96,2.88,0.07
Dec 07 2019,Bayer Leverkusen,Schalke 04,3.04,1.00,9,2,5.85,7.75,2.63,0.26
Dec 08 2019,Union Berlin,FC Cologne,1.79,0.77,2,1,4.80,7.43,2.21,0.58
Dec 08 2019,Werder Bremen,Paderborn,0.83,1.52,10,4,9.11,8.93,0.78,1.93
Dec 13 2019,Hoffenheim,Augsburg,1.76,2.23,12,5,5.87,31.43,0.99,1.76
Dec 14 2019,Bayern Munich,Werder Bremen,5.84,0.54,15,3,4.84,33.08,2.99,0.00
Dec 14 2019,Hertha Berlin,Freiburg,0.93,0.82,3,9,22.93,18.64,1.42,1.24
Dec 14 2019,Mainz 05,Borussia Dortmund,0.23,1.47,4,12,15.33,8.70,0.38,2.40
Dec 14 2019,FC Cologne,Bayer Leverkusen,1.95,0.23,4,7,11.66,8.23,2.68,0.19
Dec 14 2019,Paderborn,Union Berlin,1.38,1.79,2,7,4.68,9.67,1.08,1.66
Dec 14 2019,Fortuna Duesseldorf,RasenBallsport Leipzig,0.26,3.99,0,10,65.86,9.37,0.02,2.97
Dec 15 2019,Wolfsburg,Borussia M.Gladbach,0.97,0.50,7,3,7.59,14.72,1.71,0.93
Dec 15 2019,Schalke 04,Eintracht Frankfurt,1.11,1.02,8,6,9.95,12.63,1.41,1.28
Dec 17 2019,Werder Bremen,Mainz 05,0.49,2.18,6,8,6.46,18.24,0.31,2.55
Dec 17 2019,Borussia Dortmund,RasenBallsport Leipzig,1.90,2.91,10,5,10.88,15.11,0.70,2.10
Dec 17 2019,Augsburg,Fortuna Duesseldorf,1.46,0.76,5,0,11.71,10.87,1.96,0.75
Dec 17 2019,Union Berlin,Hoffenheim,1.54,0.82,5,1,8.57,14.00,1.94,0.78
Dec 18 2019,Bayer Leverkusen,Hertha Berlin,1.32,1.51,6,1,5.75,16.92,1.20,1.53
Dec 18 2019,Borussia M.Gladbach,Paderborn,2.80,0.51,6,4,6.70,8.61,2.77,0.15
Dec 18 2019,Wolfsburg,Schalke 04,3.00,1.73,13,8,8.08,6.42,2.24,0.57
Dec 18 2019,Eintracht Frankfurt,FC Cologne,1.26,2.13,6,6,12.83,6.96,0.76,2.03
Dec 18 2019,Freiburg,Bayern Munich,2.14,4.41,8,15,23.93,5.92,0.35,2.54
Dec 20 2019,Hoffenheim,Borussia Dortmund,1.34,2.05,3,18,12.24,19.05,0.81,1.92
Dec 21 2019,Bayern Munich,Wolfsburg,1.58,0.89,11,5,7.75,19.83,1.92,0.82
Dec 21 2019,RasenBallsport Leipzig,Augsburg,3.85,0.60,10,1,4.32,11.17,2.94,0.04
Dec 21 2019,Mainz 05,Bayer Leverkusen,2.49,1.56,7,5,14.52,5.53,2.01,0.77
Dec 21 2019,Schalke 04,Freiburg,1.70,2.56,9,3,8.58,12.50,0.74,2.03
Dec 21 2019,FC Cologne,Werder Bremen,1.03,0.23,6,3,6.93,7.97,2.18,0.50
Dec 21 2019,Hertha Berlin,Borussia M.Gladbach,0.80,0.63,2,8,19.06,10.00,1.57,1.06
Dec 22 2019,Fortuna Duesseldorf,Union Berlin,1.17,1.96,7,6,16.56,10.09,0.76,2.02
Dec 22 2019,Paderborn,Eintracht Frankfurt,1.84,1.82,6,7,19.20,8.52,1.39,1.35
Jan 17 2020,Schalke 04,Borussia M.Gladbach,2.06,0.84,4,3,6.59,5.76,2.27,0.53
Jan 18 2020,Hoffenheim,Eintracht Frankfurt,1.00,1.84,6,4,7.90,13.30,0.73,2.03
Jan 18 2020,Fortuna Duesseldorf,Werder Bremen,1.01,0.67,6,6,7.29,9.57,1.63,1.03
Jan 18 2020,Mainz 05,Freiburg,1.63,2.11,5,4,7.83,10.82,1.04,1.73
Jan 18 2020,Augsburg,Borussia Dortmund,1.81,3.75,6,11,24.64,9.10,0.28,2.60
Jan 18 2020,FC Cologne,Wolfsburg,1.53,1.73,5,5,8.21,5.56,1.25,1.49
Jan 18 2020,RasenBallsport Leipzig,Union Berlin,1.35,1.02,12,5,8.82,13.81,1.61,1.10
Jan 19 2020,Hertha Berlin,Bayern Munich,0.83,2.96,3,12,25.53,4.54,0.19,2.70
Jan 19 2020,Paderborn,Bayer Leverkusen,1.38,2.17,2,6,12.86,8.00,0.81,1.95
Jan 24 2020,Borussia Dortmund,FC Cologne,3.15,0.86,12,5,19.75,21.95,2.72,0.19
Jan 25 2020,Borussia M.Gladbach,Mainz 05,3.00,0.89,14,4,5.67,15.17,2.65,0.25
Jan 25 2020,Wolfsburg,Hertha Berlin,1.14,1.72,13,4,7.88,22.85,0.89,1.85
Jan 25 2020,Eintracht Frankfurt,RasenBallsport Leipzig,1.30,1.43,2,8,11.57,10.29,1.28,1.44
Jan 25 2020,Freiburg,Paderborn,1.99,1.80,7,2,6.00,14.33,1.49,1.25
Jan 25 2020,Union Berlin,Augsburg,1.20,2.48,3,3,10.36,10.69,0.51,2.32
Jan 25 2020,Bayern Munich,Schalke 04,3.90,0.40,10,2,8.43,35.62,2.95,0.03
Jan 26 2020,Werder Bremen,Hoffenheim,0.91,1.17,7,5,8.52,12.05,1.13,1.57
Jan 26 2020,Bayer Leverkusen,Fortuna Duesseldorf,4.50,0.71,13,4,6.59,14.50,2.94,0.04
Jan 31 2020,Hertha Berlin,Schalke 04,0.42,1.11,2,6,17.21,7.12,0.67,2.02
Feb 01 2020,Borussia Dortmund,Union Berlin,3.29,0.56,7,0,14.63,19.61,2.89,0.07
Feb 01 2020,Hoffenheim,Bayer Leverkusen,2.58,3.12,7,12,11.44,5.28,1.05,1.73
Feb 01 2020,Fortuna Duesseldorf,Eintracht Frankfurt,0.25,1.35,1,6,13.16,15.11,0.37,2.40
Feb 01 2020,Mainz 05,Bayern Munich,0.33,2.04,3,9,19.13,6.86,0.27,2.58
Feb 01 2020,Augsburg,Werder Bremen,1.22,0.63,4,2,11.84,11.42,1.85,0.85
Feb 01 2020,RasenBallsport Leipzig,Borussia M.Gladbach,1.29,0.97,13,4,8.17,16.14,1.62,1.09
Feb 02 2020,FC Cologne,Freiburg,4.10,0.50,7,2,9.37,13.77,2.94,0.03
Feb 02 2020,Paderborn,Wolfsburg,1.20,1.83,4,8,8.22,6.48,0.87,1.87
Feb 07 2020,Eintracht Frankfurt,Augsburg,2.05,1.01,2,3,8.04,19.71,2.18,0.59
Feb 08 2020,Wolfsburg,Fortuna Duesseldorf,1.03,0.70,1,5,18.19,11.45,1.66,1.01
Feb 08 2020,Werder Bremen,Union Berlin,1.25,2.26,10,3,7.39,13.47,0.65,2.14
Feb 08 2020,Hertha Berlin,Mainz 05,0.81,2.85,7,7,5.48,16.81,0.20,2.70
Feb 08 2020,Freiburg,Hoffenheim,2.25,1.86,8,10,15.19,14.72,1.64,1.13
Feb 08 2020,Schalke 04,Paderborn,1.03,0.56,15,4,4.29,14.77,1.75,0.91
Feb 08 2020,Bayer Leverkusen,Borussia Dortmund,1.10,0.88,4,9,10.00,10.91,1.55,1.13
Feb 09 2020,Bayern Munich,RasenBallsport Leipzig,1.07,1.76,6,5,8.15,16.19,0.80,1.95
Feb 14 2020,Borussia Dortmund,Eintracht Frankfurt,1.78,0.03,5,1,10.92,33.87,2.76,0.12
Feb 15 2020,RasenBallsport Leipzig,Werder Bremen,2.22,0.21,5,1,13.32,13.19,2.86,0.08
Feb 15 2020,Hoffenheim,Wolfsburg,2.88,3.50,6,5,9.96,14.71,1.02,1.77
Feb 15 2020,Augsburg,Freiburg,0.67,1.11,3,8,17.68,13.13,0.99,1.68
Feb 15 2020,Paderborn,Hertha Berlin,0.92,2.11,9,3,9.62,7.65,0.55,2.26
Feb 15 2020,Union Berlin,Bayer Leverkusen,2.02,1.55,5,7,8.08,6.55,1.72,1.04
Feb 15 2020,Fortuna Duesseldorf,Borussia M.Gladbach,0.80,2.77,6,5,12.21,14.15,0.28,2.60
Feb 16 2020,FC Cologne,Bayern Munich,2.04,3.04,5,18,14.08,7.59,0.79,2.02
Feb 16 2020,Mainz 05,Schalke 04,1.60,1.12,8,3,12.74,4.87,1.72,1.00
Feb 21 2020,Bayern Munich,Paderborn,3.24,1.47,19,0,6.77,32.67,2.48,0.38
Feb 22 2020,Borussia M.Gladbach,Hoffenheim,2.40,1.98,7,5,14.87,13.05,1.69,1.07
Feb 22 2020,Werder Bremen,Borussia Dortmund,0.22,1.36,2,7,21.87,15.87,0.37,2.38
Feb 22 2020,Hertha Berlin,FC Cologne,0.45,2.90,7,5,4.63,21.47,0.13,2.80
Feb 22 2020,Freiburg,Fortuna Duesseldorf,0.97,0.87,3,4,9.67,14.14,1.38,1.29
Feb 22 2020,Schalke 04,RasenBallsport Leipzig,0.29,3.13,2,5,5.78,9.25,0.07,2.89
Feb 23 2020,Bayer Leverkusen,Augsburg,1.17,0.68,8,3,6.19,19.57,1.79,0.89
Feb 23 2020,Wolfsburg,Mainz 05,2.86,0.91,7,4,7.29,9.11,2.68,0.22
Feb 24 2020,Eintracht Frankfurt,Union Berlin,2.42,1.04,9,5,3.39,11.91,2.40,0.42
Feb 28 2020,Fortuna Duesseldorf,Hertha Berlin,1.46,3.04,7,10,12.68,12.58,0.42,2.44
Feb 29 2020,Borussia Dortmund,Freiburg,1.60,0.83,10,3,14.63,22.48,1.99,0.76
Feb 29 2020,Hoffenheim,Bayern Munich,0.55,4.78,2,13,22.88,8.68,0.02,2.97
Feb 29 2020,Mainz 05,Paderborn,0.89,0.35,2,2,11.00,6.29,1.88,0.75
Feb 29 2020,Augsburg,Borussia M.Gladbach,1.10,3.18,4,10,17.43,12.00,0.26,2.63
Feb 29 2020,FC Cologne,Schalke 04,1.18,0.59,4,3,11.48,8.86,1.85,0.83
Mar 01 2020,Union Berlin,Wolfsburg,1.04,1.96,1,3,14.25,5.56,0.66,2.10
Mar 01 2020,RasenBallsport Leipzig,Bayer Leverkusen,0.93,1.17,10,4,14.69,11.24,1.15,1.51
Mar 06 2020,Paderborn,FC Cologne,0.60,2.68,5,5,16.06,6.61,0.14,2.78
Mar 07 2020,Bayer Leverkusen,Eintracht Frankfurt,2.61,1.10,6,4,8.96,11.08,2.46,0.38
Mar 07 2020,Wolfsburg,RasenBallsport Leipzig,0.60,1.09,2,8,13.04,9.57,0.90,1.78
Mar 07 2020,Hertha Berlin,Werder Bremen,0.90,1.51,4,2,7.21,15.25,0.82,1.92
Mar 07 2020,Freiburg,Union Berlin,1.63,0.81,1,7,11.56,9.82,2.12,0.63
Mar 07 2020,Schalke 04,Hoffenheim,1.11,0.80,3,2,19.42,11.45,1.56,1.09
Mar 07 2020,Borussia M.Gladbach,Borussia Dortmund,2.62,1.20,2,3,13.07,13.32,2.38,0.46
Mar 08 2020,Bayern Munich,Augsburg,4.06,1.02,15,3,5.45,21.05,2.86,0.09
Mar 08 2020,Mainz 05,Fortuna Duesseldorf,0.97,1.78,1,9,22.86,9.15,0.66,2.04
Mar 11 2020,Borussia M.Gladbach,FC Cologne,1.33,1.32,9,6,13.90,14.30,1.39,1.33
May 16 2020,Borussia Dortmund,Schalke 04,1.45,0.35,3,3,12.84,14.42,2.31,0.45
May 16 2020,RasenBallsport Leipzig,Freiburg,1.92,0.33,18,3,10.56,24.40,2.52,0.31
May 16 2020,Hoffenheim,Hertha Berlin,2.79,1.55,5,6,15.94,10.50,2.19,0.64
May 16 2020,Fortuna Duesseldorf,Paderborn,1.05,0.64,5,1,13.58,17.33,1.72,0.93
May 16 2020,Augsburg,Wolfsburg,1.24,1.38,0,5,14.00,7.18,1.13,1.40
May 16 2020,Eintracht Frankfurt,Borussia M.Gladbach,0.90,2.79,6,4,10.97,30.80,0.28,2.60
May 17 2020,FC Cologne,Mainz 05,2.76,1.97,3,13,7.24,10.52,1.94,0.84
May 17 2020,Union Berlin,Bayern Munich,0.55,1.39,4,10,20.30,4.60,0.57,2.17
May 18 2020,Werder Bremen,Bayer Leverkusen,0.88,2.88,3,11,17.26,10.88,0.26,2.63
May 22 2020,Hertha Berlin,Union Berlin,2.52,0.27,5,4,9.86,19.06,2.78,0.13
May 23 2020,Paderborn,Hoffenheim,0.96,1.93,0,14,12.26,11.50,0.67,2.11
May 23 2020,Borussia M.Gladbach,Bayer Leverkusen,2.27,3.47,6,5,10.00,9.42,0.66,2.17
May 23 2020,Wolfsburg,Borussia Dortmund,0.50,1.04,0,5,21.14,14.50,0.80,1.86
May 23 2020,Freiburg,Werder Bremen,0.72,0.46,5,3,9.81,19.18,1.54,1.05
May 23 2020,Bayern Munich,Eintracht Frankfurt,3.59,1.03,6,2,6.20,23.94,2.72,0.20
May 24 2020,Schalke 04,Augsburg,0.71,1.50,4,0,3.38,18.62,0.66,2.07
May 24 2020,Mainz 05,RasenBallsport Leipzig,0.32,5.27,3,15,21.15,7.00,0.00,3.00
May 24 2020,FC Cologne,Fortuna Duesseldorf,2.25,0.44,1,5,5.48,12.96,2.71,0.18
May 26 2020,Borussia Dortmund,Bayern Munich,0.62,0.77,8,6,18.44,9.84,1.15,1.47
May 26 2020,Eintracht Frankfurt,Freiburg,4.30,0.76,10,2,8.25,37.38,2.91,0.06
May 26 2020,Werder Bremen,Borussia M.Gladbach,0.84,0.36,3,3,12.03,10.46,1.79,0.82
May 26 2020,Bayer Leverkusen,Wolfsburg,1.33,2.99,5,5,9.29,16.54,0.41,2.44
May 27 2020,RasenBallsport Leipzig,Hertha Berlin,0.61,1.57,3,5,10.89,9.50,0.54,2.22
May 27 2020,Hoffenheim,FC Cologne,1.26,2.25,5,8,20.86,17.19,0.68,2.11
May 27 2020,Fortuna Duesseldorf,Schalke 04,1.73,0.70,6,3,7.00,20.39,2.27,0.51
May 27 2020,Augsburg,Paderborn,0.50,1.19,4,0,12.50,23.25,0.69,2.01
May 27 2020,Union Berlin,Mainz 05,0.77,0.59,3,4,14.10,7.95,1.50,1.12
May 29 2020,Freiburg,Bayer Leverkusen,0.69,0.39,2,7,31.93,7.77,1.60,0.97
