Date,Home Team,Away Team,xG_home,xG_away,DEEP_home,DEEP_away,PPDA_home,PPDA_away,xPTS_home,xPTS_away
Sep 17 2016,Borussia Dortmund,Darmstadt,4.05,0.18,16,0,9.40,33.17,2.98,0.01
Sep 17 2016,Borussia M.Gladbach,Werder Bremen,3.63,1.20,6,5,10.50,13.27,2.78,0.15
Sep 18 2016,Augsburg,Mainz 05,0.83,1.54,2,3,5.32,9.33,0.72,2.00
Sep 18 2016,Hertha Berlin,Schalke 04,0.72,0.42,4,2,9.14,10.38,1.61,0.97
Sep 20 2016,Wolfsburg,Borussia Dortmund,2.71,2.34,11,4,9.65,21.80,1.62,1.16
Sep 20 2016,Ingolstadt,Eintracht Frankfurt,0.78,0.35,9,1,3.80,6.27,1.72,0.86
Sep 20 2016,Darmstadt,Hoffenheim,1.63,1.44,2,7,22.79,4.63,1.51,1.21
Sep 20 2016,Freiburg,Hamburger SV,1.78,0.65,5,3,7.67,13.81,2.35,0.42
Sep 21 2016,RasenBallsport Leipzig,Borussia M.Gladbach,1.59,0.22,5,4,11.86,5.78,2.50,0.31
Sep 21 2016,Werder Bremen,Mainz 05,0.92,1.39,3,6,10.25,5.38,0.96,1.76
Sep 21 2016,Bayern Munich,Hertha Berlin,2.72,0.15,18,4,6.33,26.60,2.88,0.07
Sep 21 2016,Bayer Leverkusen,Augsburg,2.03,0.23,15,0,4.72,13.60,2.74,0.16
Sep 21 2016,Schalke 04,FC Cologne,1.38,1.19,11,3,6.39,15.45,1.47,1.22
Sep 23 2016,Borussia Dortmund,Freiburg,3.23,1.05,14,2,4.78,7.59,2.69,0.21
Sep 24 2016,Borussia M.Gladbach,Ingolstadt,1.18,0.54,5,3,7.19,11.14,1.95,0.74
Sep 24 2016,Mainz 05,Bayer Leverkusen,1.74,1.74,2,19,9.30,4.32,1.41,1.31
Sep 24 2016,Hamburger SV,Bayern Munich,0.30,2.12,1,7,24.50,3.31,0.20,2.69
Sep 24 2016,Augsburg,Darmstadt,1.95,0.13,8,3,5.00,17.55,2.69,0.18
Sep 24 2016,Eintracht Frankfurt,Hertha Berlin,1.51,1.17,11,3,9.21,12.00,1.66,1.03
Sep 24 2016,Werder Bremen,Wolfsburg,1.11,0.48,7,6,12.96,8.85,1.91,0.77
Sep 25 2016,Hoffenheim,Schalke 04,1.86,1.05,3,8,18.05,7.65,2.03,0.71
Sep 25 2016,FC Cologne,RasenBallsport Leipzig,0.37,0.82,4,5,14.76,9.71,0.81,1.81
Sep 30 2016,RasenBallsport Leipzig,Augsburg,1.04,0.31,7,2,6.97,9.82,2.00,0.66
Oct 01 2016,Bayern Munich,FC Cologne,2.21,0.90,12,1,10.47,42.75,2.31,0.50
Oct 01 2016,Hertha Berlin,Hamburger SV,2.44,1.11,7,7,19.53,5.09,2.34,0.49
Oct 01 2016,Ingolstadt,Hoffenheim,2.22,3.31,4,5,6.47,6.83,0.70,2.11
Oct 01 2016,Darmstadt,Werder Bremen,1.28,1.55,3,6,6.90,4.87,1.12,1.56
Oct 01 2016,Freiburg,Eintracht Frankfurt,0.46,0.72,9,8,12.26,5.36,1.04,1.54
Oct 01 2016,Bayer Leverkusen,Borussia Dortmund,1.53,0.84,4,7,10.84,5.12,1.97,0.76
Oct 02 2016,Wolfsburg,Mainz 05,1.32,0.26,8,7,7.88,11.41,2.32,0.43
Oct 02 2016,Schalke 04,Borussia M.Gladbach,3.05,0.80,5,6,18.18,9.89,2.79,0.14
Oct 14 2016,Borussia Dortmund,Hertha Berlin,2.60,0.99,7,2,5.32,14.71,2.51,0.35
Oct 15 2016,Borussia M.Gladbach,Hamburger SV,3.46,0.21,13,0,3.33,22.43,2.96,0.02
Oct 15 2016,FC Cologne,Ingolstadt,3.98,1.07,7,5,5.44,12.63,2.87,0.09
Oct 15 2016,Augsburg,Schalke 04,0.41,0.73,2,3,7.73,8.93,0.97,1.61
Oct 15 2016,Hoffenheim,Freiburg,2.43,0.86,4,7,9.90,8.46,2.48,0.36
Oct 15 2016,Eintracht Frankfurt,Bayern Munich,2.02,1.48,6,7,9.67,5.72,1.82,0.92
Oct 15 2016,Werder Bremen,Bayer Leverkusen,1.52,0.55,4,14,17.63,4.69,2.27,0.51
Oct 16 2016,Mainz 05,Darmstadt,2.87,1.93,7,4,8.00,4.82,2.06,0.72
Oct 16 2016,Wolfsburg,RasenBallsport Leipzig,0.68,1.82,3,9,7.00,8.41,0.49,2.30
Oct 21 2016,Hamburger SV,Eintracht Frankfurt,0.16,1.31,4,10,11.54,6.44,0.37,2.38
Oct 22 2016,Ingolstadt,Borussia Dortmund,1.69,2.52,3,10,21.00,3.19,0.81,1.97
Oct 22 2016,Darmstadt,Wolfsburg,1.38,0.58,5,3,17.39,8.22,2.07,0.66
Oct 22 2016,Freiburg,Augsburg,1.53,1.23,9,4,13.47,15.10,1.64,1.04
Oct 22 2016,Hertha Berlin,FC Cologne,1.44,1.36,4,7,9.10,8.32,1.38,1.30
Oct 22 2016,Bayer Leverkusen,Hoffenheim,0.60,2.31,5,1,16.50,12.52,0.29,2.58
Oct 22 2016,Bayern Munich,Borussia M.Gladbach,1.73,0.50,7,6,9.63,17.04,2.34,0.45
Oct 23 2016,RasenBallsport Leipzig,Werder Bremen,3.34,0.91,11,5,3.72,14.44,2.77,0.15
Oct 23 2016,Schalke 04,Mainz 05,1.21,0.99,9,4,6.97,9.31,1.55,1.14
Oct 28 2016,Borussia M.Gladbach,Eintracht Frankfurt,0.61,0.39,5,5,7.58,15.43,1.56,1.00
Oct 29 2016,Mainz 05,Ingolstadt,2.21,0.22,5,0,4.90,9.36,2.80,0.12
Oct 29 2016,Wolfsburg,Bayer Leverkusen,1.11,2.12,3,10,4.69,5.97,0.68,2.10
Oct 29 2016,Augsburg,Bayern Munich,0.72,3.47,3,11,20.24,6.23,0.09,2.86
Oct 29 2016,Werder Bremen,Freiburg,1.29,1.71,6,6,6.19,7.74,1.03,1.69
Oct 29 2016,Darmstadt,RasenBallsport Leipzig,0.20,1.64,2,9,11.33,3.96,0.23,2.62
Oct 29 2016,Borussia Dortmund,Schalke 04,0.82,0.47,7,5,7.37,20.10,1.68,0.94
Oct 30 2016,Hoffenheim,Hertha Berlin,2.78,0.25,8,5,11.45,10.19,2.84,0.10
Oct 30 2016,FC Cologne,Hamburger SV,2.93,0.31,4,1,6.92,14.42,2.88,0.07
Nov 04 2016,Hertha Berlin,Borussia M.Gladbach,1.67,0.64,7,6,9.65,10.50,2.24,0.54
Nov 05 2016,Hamburger SV,Borussia Dortmund,0.72,2.89,4,6,11.03,4.03,0.19,2.72
Nov 05 2016,Ingolstadt,Augsburg,0.59,1.16,5,4,8.83,10.25,0.79,1.90
Nov 05 2016,Bayern Munich,Hoffenheim,1.50,0.25,15,2,7.21,11.66,2.41,0.37
Nov 05 2016,Bayer Leverkusen,Darmstadt,0.67,0.86,11,0,4.88,13.39,1.05,1.58
Nov 05 2016,Freiburg,Wolfsburg,0.92,2.13,2,4,9.40,8.21,0.50,2.31
Nov 05 2016,Eintracht Frankfurt,FC Cologne,0.86,0.64,5,8,8.18,12.14,1.56,1.06
Nov 06 2016,RasenBallsport Leipzig,Mainz 05,2.98,0.51,9,3,6.65,6.17,2.78,0.15
Nov 06 2016,Schalke 04,Werder Bremen,2.85,1.01,4,11,8.86,10.83,2.60,0.27
Nov 18 2016,Bayer Leverkusen,RasenBallsport Leipzig,1.85,1.13,8,9,4.29,6.78,1.98,0.78
Nov 19 2016,Borussia M.Gladbach,FC Cologne,2.05,0.41,12,1,8.55,10.39,2.55,0.30
Nov 19 2016,Mainz 05,Freiburg,2.51,2.46,4,11,8.49,6.24,1.46,1.32
Nov 19 2016,Wolfsburg,Schalke 04,0.27,1.12,2,2,7.50,4.30,0.57,2.12
Nov 19 2016,Augsburg,Hertha Berlin,1.10,1.42,2,2,17.90,9.86,1.05,1.63
Nov 19 2016,Darmstadt,Ingolstadt,1.93,1.18,7,5,5.46,6.06,1.97,0.79
Nov 19 2016,Borussia Dortmund,Bayern Munich,1.55,0.93,7,14,18.25,5.16,1.89,0.84
Nov 20 2016,Hoffenheim,Hamburger SV,2.32,1.80,10,3,7.47,8.21,1.73,1.02
Nov 20 2016,Werder Bremen,Eintracht Frankfurt,1.03,1.62,7,5,11.80,6.32,0.90,1.84
Nov 25 2016,Freiburg,RasenBallsport Leipzig,0.68,1.91,3,7,12.22,9.50,0.46,2.34
Nov 26 2016,FC Cologne,Augsburg,1.39,0.51,4,2,6.95,16.35,2.11,0.62
Nov 26 2016,Borussia M.Gladbach,Hoffenheim,1.85,0.83,10,10,15.11,9.64,2.15,0.63
Nov 26 2016,Hamburger SV,Werder Bremen,2.17,1.21,10,5,6.22,7.67,2.09,0.69
Nov 26 2016,Ingolstadt,Wolfsburg,3.69,0.50,10,2,11.11,5.08,2.90,0.06
Nov 26 2016,Eintracht Frankfurt,Borussia Dortmund,0.69,1.67,2,8,10.50,4.00,0.58,2.19
Nov 26 2016,Bayern Munich,Bayer Leverkusen,1.69,1.27,12,5,13.12,15.33,1.69,1.03
Nov 27 2016,Schalke 04,Darmstadt,2.73,1.27,7,2,6.73,21.39,2.44,0.38
Nov 27 2016,Hertha Berlin,Mainz 05,1.63,1.52,5,4,7.78,11.06,1.37,1.28
Dec 02 2016,Mainz 05,Bayern Munich,0.48,1.68,3,12,16.70,5.30,0.46,2.33
Dec 03 2016,Wolfsburg,Hertha Berlin,1.14,1.55,2,8,22.47,8.15,1.00,1.67
Dec 03 2016,Borussia Dortmund,Borussia M.Gladbach,2.39,0.73,11,0,7.41,31.24,2.54,0.30
Dec 03 2016,Bayer Leverkusen,Freiburg,3.31,0.60,13,3,5.07,12.47,2.87,0.09
Dec 03 2016,Hoffenheim,FC Cologne,2.17,1.84,7,5,12.65,19.61,1.62,1.12
Dec 03 2016,Werder Bremen,Ingolstadt,2.24,1.10,8,6,8.48,6.67,2.16,0.64
Dec 03 2016,RasenBallsport Leipzig,Schalke 04,1.88,1.13,7,4,6.91,5.21,2.00,0.75
Dec 04 2016,Darmstadt,Hamburger SV,0.57,2.12,7,8,5.00,6.96,0.36,2.48
Dec 04 2016,Augsburg,Eintracht Frankfurt,0.67,0.39,1,2,9.61,6.70,1.57,1.00
Dec 09 2016,Eintracht Frankfurt,Hoffenheim,0.58,0.21,2,4,7.17,6.07,1.65,0.85
Dec 10 2016,Freiburg,Darmstadt,1.61,0.60,9,3,12.92,25.31,2.29,0.50
Dec 10 2016,FC Cologne,Borussia Dortmund,0.91,0.74,2,11,12.00,3.26,1.48,1.14
Dec 10 2016,Hamburger SV,Augsburg,0.89,0.95,6,5,8.50,6.64,1.27,1.40
Dec 10 2016,Ingolstadt,RasenBallsport Leipzig,0.58,1.51,4,4,8.62,2.83,0.56,2.19
Dec 10 2016,Bayern Munich,Wolfsburg,2.18,0.42,6,3,6.20,56.38,2.64,0.23
Dec 10 2016,Hertha Berlin,Werder Bremen,0.52,1.37,10,3,6.73,13.33,0.65,2.08
Dec 11 2016,Borussia M.Gladbach,Mainz 05,0.36,0.53,2,7,7.18,9.14,1.08,1.43
Dec 11 2016,Schalke 04,Bayer Leverkusen,0.70,1.23,2,9,17.35,4.88,0.89,1.82
Dec 16 2016,Hoffenheim,Borussia Dortmund,1.54,1.49,7,6,5.72,10.23,1.39,1.33
Dec 17 2016,Augsburg,Borussia M.Gladbach,0.35,0.28,3,1,15.37,9.66,1.28,1.14
Dec 17 2016,Werder Bremen,FC Cologne,0.38,1.85,2,5,4.10,6.88,0.27,2.58
Dec 17 2016,RasenBallsport Leipzig,Hertha Berlin,1.64,0.20,12,2,5.66,15.71,2.56,0.27
Dec 17 2016,Schalke 04,Freiburg,0.96,1.26,3,1,6.00,28.00,1.04,1.64
Dec 17 2016,Mainz 05,Hamburger SV,1.37,0.90,3,2,3.93,8.46,1.72,0.98
Dec 17 2016,Wolfsburg,Eintracht Frankfurt,1.75,1.39,6,3,9.85,6.20,1.63,1.09
Dec 18 2016,Darmstadt,Bayern Munich,0.87,1.22,6,8,21.14,6.80,1.02,1.66
Dec 18 2016,Bayer Leverkusen,Ingolstadt,0.57,2.29,4,10,5.33,7.53,0.31,2.54
Dec 20 2016,Eintracht Frankfurt,Mainz 05,1.76,1.05,5,2,5.71,11.13,2.03,0.70
Dec 20 2016,Borussia M.Gladbach,Wolfsburg,1.54,2.26,5,3,6.71,13.11,0.89,1.89
Dec 20 2016,Hamburger SV,Schalke 04,2.48,0.44,7,0,7.00,6.52,2.79,0.13
Dec 20 2016,Borussia Dortmund,Augsburg,1.98,1.18,10,2,4.32,14.88,1.94,0.81
Dec 21 2016,Ingolstadt,Freiburg,1.28,1.55,7,3,6.25,13.86,1.11,1.60
Dec 21 2016,Hoffenheim,Werder Bremen,1.51,0.55,4,8,8.48,14.77,2.19,0.58
Dec 21 2016,Hertha Berlin,Darmstadt,2.05,1.08,6,2,7.05,30.57,2.08,0.69
Dec 21 2016,FC Cologne,Bayer Leverkusen,0.72,1.45,4,6,11.85,8.74,0.77,1.97
Dec 21 2016,Bayern Munich,RasenBallsport Leipzig,4.92,0.14,13,1,5.67,20.74,3.00,0.00
Jan 20 2017,Freiburg,Bayern Munich,0.70,0.60,3,8,19.24,3.72,1.42,1.20
Jan 21 2017,Werder Bremen,Borussia Dortmund,0.68,2.86,7,9,6.97,6.61,0.20,2.70
Jan 21 2017,Schalke 04,Ingolstadt,2.02,0.52,10,11,7.22,5.98,2.48,0.36
Jan 21 2017,Wolfsburg,Hamburger SV,1.14,0.67,5,4,3.45,8.27,1.81,0.87
Jan 21 2017,Augsburg,Hoffenheim,0.45,1.89,2,4,8.19,16.80,0.29,2.56
Jan 21 2017,Darmstadt,Borussia M.Gladbach,0.80,1.27,2,3,13.24,3.86,0.93,1.76
Jan 21 2017,RasenBallsport Leipzig,Eintracht Frankfurt,3.06,0.62,7,2,4.48,15.19,2.84,0.09
Jan 22 2017,Bayer Leverkusen,Hertha Berlin,2.21,1.19,16,2,11.35,12.82,2.12,0.63
Jan 22 2017,Mainz 05,FC Cologne,0.49,0.41,5,6,7.92,8.42,1.35,1.15
Jan 27 2017,Schalke 04,Eintracht Frankfurt,0.62,0.42,5,2,5.09,5.94,1.48,1.07
Jan 28 2017,RasenBallsport Leipzig,Hoffenheim,1.48,0.79,12,3,4.42,13.00,1.91,0.78
Jan 28 2017,Wolfsburg,Augsburg,1.52,2.03,4,1,7.03,13.40,0.95,1.79
Jan 28 2017,Ingolstadt,Hamburger SV,1.42,0.49,3,6,7.19,5.70,2.24,0.51
Jan 28 2017,Werder Bremen,Bayern Munich,0.74,0.66,6,11,14.04,6.17,1.39,1.24
Jan 28 2017,Darmstadt,FC Cologne,1.56,3.27,3,6,7.17,5.14,0.37,2.49
Jan 28 2017,Bayer Leverkusen,Borussia M.Gladbach,1.54,1.90,7,4,5.57,9.33,1.07,1.67
Jan 29 2017,Freiburg,Hertha Berlin,0.62,0.53,4,5,24.94,6.36,1.36,1.21
Jan 29 2017,Mainz 05,Borussia Dortmund,0.68,1.17,2,3,12.92,5.76,0.93,1.75
Feb 03 2017,Hamburger SV,Bayer Leverkusen,1.10,0.26,3,6,6.51,2.12,2.18,0.52
Feb 04 2017,FC Cologne,Wolfsburg,1.19,0.62,3,4,9.19,7.59,1.96,0.74
Feb 04 2017,Hoffenheim,Mainz 05,2.43,0.90,4,3,7.10,9.38,2.43,0.40
Feb 04 2017,Bayern Munich,Schalke 04,1.21,0.93,8,7,7.25,11.79,1.58,1.11
Feb 04 2017,Borussia M.Gladbach,Freiburg,1.86,0.55,8,11,16.11,12.80,2.45,0.38
Feb 04 2017,Hertha Berlin,Ingolstadt,0.81,0.52,5,7,5.64,8.76,1.65,0.96
Feb 04 2017,Borussia Dortmund,RasenBallsport Leipzig,3.12,0.07,8,7,5.16,6.05,2.96,0.02
Feb 05 2017,Augsburg,Werder Bremen,1.60,2.33,7,6,9.83,12.44,0.85,1.92
Feb 05 2017,Eintracht Frankfurt,Darmstadt,2.40,0.25,10,3,4.90,22.24,2.85,0.09
Feb 10 2017,Mainz 05,Augsburg,1.64,0.43,6,3,6.55,5.36,2.46,0.36
Feb 11 2017,Bayer Leverkusen,Eintracht Frankfurt,2.54,0.63,9,3,6.86,9.52,2.63,0.25
Feb 11 2017,Darmstadt,Borussia Dortmund,1.93,0.75,8,11,10.42,5.36,2.25,0.55
Feb 11 2017,RasenBallsport Leipzig,Hamburger SV,1.40,1.48,15,2,3.44,11.42,1.30,1.41
Feb 11 2017,Ingolstadt,Bayern Munich,0.44,1.89,2,11,12.81,4.43,0.33,2.49
Feb 11 2017,Werder Bremen,Borussia M.Gladbach,1.06,1.32,13,6,9.65,17.55,1.14,1.57
Feb 11 2017,Schalke 04,Hertha Berlin,1.21,0.58,6,1,10.12,11.00,1.90,0.80
Feb 12 2017,Wolfsburg,Hoffenheim,2.33,0.87,3,5,9.52,11.53,2.50,0.34
Feb 12 2017,Freiburg,FC Cologne,0.93,1.74,9,6,8.67,12.20,0.68,2.06
Feb 17 2017,Augsburg,Bayer Leverkusen,1.45,3.28,4,13,5.72,6.81,0.36,2.51
Feb 18 2017,Eintracht Frankfurt,Ingolstadt,2.12,1.37,8,1,7.19,13.19,1.98,0.77
Feb 18 2017,Hoffenheim,Darmstadt,1.73,0.32,11,2,8.54,13.26,2.60,0.25
Feb 18 2017,Mainz 05,Werder Bremen,0.86,0.56,3,1,4.22,16.11,1.61,1.02
Feb 18 2017,Hertha Berlin,Bayern Munich,0.93,1.28,1,10,16.40,6.90,0.99,1.68
Feb 18 2017,Borussia Dortmund,Wolfsburg,2.52,0.21,13,2,6.67,26.64,2.80,0.12
Feb 18 2017,Hamburger SV,Freiburg,1.64,0.94,8,11,9.61,13.62,2.02,0.72
Feb 19 2017,Borussia M.Gladbach,RasenBallsport Leipzig,1.39,0.76,6,3,6.39,10.36,1.97,0.75
Feb 19 2017,FC Cologne,Schalke 04,0.30,1.78,0,2,8.43,11.11,0.26,2.58
Feb 24 2017,Wolfsburg,Werder Bremen,2.12,1.05,11,3,4.86,26.17,2.15,0.63
Feb 25 2017,Darmstadt,Augsburg,0.68,1.82,8,7,6.10,7.45,0.43,2.35
Feb 25 2017,RasenBallsport Leipzig,FC Cologne,0.94,0.70,8,8,6.12,10.14,1.48,1.15
Feb 25 2017,Freiburg,Borussia Dortmund,0.32,5.08,4,15,19.21,4.97,0.00,2.99
Feb 25 2017,Bayer Leverkusen,Mainz 05,1.01,1.37,7,2,1.90,7.39,1.04,1.66
Feb 25 2017,Bayern Munich,Hamburger SV,3.62,0.23,12,1,5.65,21.48,2.96,0.02
Feb 25 2017,Hertha Berlin,Eintracht Frankfurt,0.74,0.55,5,6,9.48,9.14,1.50,1.09
Feb 26 2017,Ingolstadt,Borussia M.Gladbach,0.88,1.16,6,2,7.14,11.47,1.03,1.65
Feb 26 2017,Schalke 04,Hoffenheim,0.28,0.91,7,4,11.42,9.55,0.68,1.96
Mar 03 2017,Augsburg,RasenBallsport Leipzig,0.83,1.38,2,8,8.14,4.48,0.88,1.81
Mar 04 2017,Mainz 05,Wolfsburg,0.94,0.75,6,1,11.20,14.10,1.50,1.13
Mar 04 2017,FC Cologne,Bayern Munich,0.18,1.61,4,18,17.23,5.65,0.30,2.51
Mar 04 2017,Werder Bremen,Darmstadt,2.00,1.68,8,8,11.05,4.43,1.61,1.13
Mar 04 2017,Hoffenheim,Ingolstadt,2.01,0.76,4,5,4.68,7.26,2.30,0.50
Mar 04 2017,Borussia Dortmund,Bayer Leverkusen,4.87,0.63,16,2,13.83,7.89,2.97,0.02
Mar 04 2017,Borussia M.Gladbach,Schalke 04,3.02,1.30,9,4,20.21,6.61,2.47,0.37
Mar 05 2017,Eintracht Frankfurt,Freiburg,1.73,1.64,3,4,9.59,12.20,1.40,1.30
Mar 05 2017,Hamburger SV,Hertha Berlin,0.70,0.39,4,2,9.52,6.97,1.61,0.96
Mar 10 2017,Bayer Leverkusen,Werder Bremen,1.64,0.98,4,7,11.89,10.85,1.94,0.79
Mar 11 2017,Bayern Munich,Eintracht Frankfurt,2.93,0.75,7,4,4.50,19.83,2.75,0.16
Mar 11 2017,Darmstadt,Mainz 05,1.66,1.30,6,6,8.67,4.82,1.65,1.05
Mar 11 2017,Freiburg,Hoffenheim,1.15,1.60,7,7,15.04,11.18,0.94,1.71
Mar 11 2017,RasenBallsport Leipzig,Wolfsburg,0.59,1.70,7,2,4.68,10.32,0.50,2.29
Mar 11 2017,Hertha Berlin,Borussia Dortmund,1.74,1.08,7,10,21.68,5.90,1.90,0.86
Mar 11 2017,Ingolstadt,FC Cologne,1.43,1.28,16,2,4.45,5.76,1.43,1.28
Mar 12 2017,Schalke 04,Augsburg,3.77,1.05,13,5,5.92,14.20,2.83,0.11
Mar 12 2017,Hamburger SV,Borussia M.Gladbach,1.46,1.31,11,7,9.83,4.50,1.42,1.28
Mar 17 2017,Borussia Dortmund,Ingolstadt,0.57,1.38,4,7,6.21,5.91,0.67,2.07
Mar 18 2017,Wolfsburg,Darmstadt,2.28,0.75,8,3,8.20,9.97,2.43,0.40
Mar 18 2017,FC Cologne,Hertha Berlin,1.06,1.70,3,7,14.00,10.13,0.75,1.96
Mar 18 2017,Augsburg,Freiburg,1.14,1.04,1,4,5.71,7.10,1.36,1.30
Mar 18 2017,Werder Bremen,RasenBallsport Leipzig,1.39,0.69,4,9,10.04,5.88,2.12,0.59
Mar 18 2017,Hoffenheim,Bayer Leverkusen,1.76,0.99,5,3,9.50,15.27,1.95,0.82
Mar 18 2017,Eintracht Frankfurt,Hamburger SV,1.04,0.13,3,1,3.41,4.68,2.25,0.44
Mar 19 2017,Mainz 05,Schalke 04,0.65,1.05,9,2,9.36,4.93,0.94,1.72
Mar 19 2017,Borussia M.Gladbach,Bayern Munich,0.76,2.22,4,17,26.88,7.11,0.44,2.39
Mar 31 2017,Hertha Berlin,Hoffenheim,0.27,3.17,3,10,12.67,7.82,0.02,2.96
Apr 01 2017,Hamburger SV,FC Cologne,1.36,1.13,5,0,5.27,7.00,1.52,1.14
Apr 01 2017,Bayern Munich,Augsburg,3.68,0.19,29,0,5.50,29.75,2.98,0.01
Apr 01 2017,Schalke 04,Borussia Dortmund,0.58,0.92,4,7,13.23,6.87,0.91,1.74
Apr 01 2017,Freiburg,Werder Bremen,1.77,1.03,3,5,11.53,20.29,2.01,0.73
Apr 01 2017,RasenBallsport Leipzig,Darmstadt,4.00,1.05,13,3,5.33,14.10,2.79,0.15
Apr 01 2017,Eintracht Frankfurt,Borussia M.Gladbach,2.71,0.21,12,0,5.00,19.30,2.88,0.07
Apr 02 2017,Ingolstadt,Mainz 05,1.51,0.77,7,5,6.71,3.77,1.99,0.74
Apr 02 2017,Bayer Leverkusen,Wolfsburg,0.78,1.80,2,8,11.90,6.29,0.58,2.19
Apr 04 2017,Borussia Dortmund,Hamburger SV,3.97,1.01,15,3,7.50,11.22,2.82,0.13
Apr 04 2017,FC Cologne,Eintracht Frankfurt,0.73,0.65,1,3,12.22,3.66,1.48,1.13
Apr 04 2017,Werder Bremen,Schalke 04,2.02,0.73,9,3,17.10,7.18,2.41,0.42
Apr 04 2017,Hoffenheim,Bayern Munich,0.97,1.89,5,19,11.00,5.05,0.63,2.14
Apr 05 2017,Darmstadt,Bayer Leverkusen,0.55,2.05,0,9,9.36,9.50,0.35,2.49
Apr 05 2017,Augsburg,Ingolstadt,1.36,1.77,2,6,5.79,7.18,1.03,1.69
Apr 05 2017,Mainz 05,RasenBallsport Leipzig,2.90,1.63,6,9,7.50,5.30,2.23,0.60
Apr 05 2017,Wolfsburg,Freiburg,1.97,0.86,9,5,4.42,18.75,2.22,0.57
Apr 05 2017,Borussia M.Gladbach,Hertha Berlin,1.82,0.86,22,9,9.52,21.60,2.06,0.70
Apr 07 2017,Eintracht Frankfurt,Werder Bremen,2.52,0.55,7,6,4.15,14.19,2.71,0.19
Apr 08 2017,Freiburg,Mainz 05,0.94,0.85,3,7,8.73,5.85,1.43,1.20
Apr 08 2017,RasenBallsport Leipzig,Bayer Leverkusen,1.51,0.63,7,6,6.86,10.07,2.13,0.62
Apr 08 2017,Schalke 04,Wolfsburg,1.64,1.59,9,5,11.86,14.35,1.38,1.34
Apr 08 2017,FC Cologne,Borussia M.Gladbach,0.97,0.62,3,13,14.82,4.56,1.69,0.97
Apr 08 2017,Hamburger SV,Hoffenheim,0.92,1.41,11,4,5.38,3.75,0.89,1.81
Apr 08 2017,Bayern Munich,Borussia Dortmund,1.96,0.70,12,4,5.33,21.46,2.36,0.45
Apr 09 2017,Hertha Berlin,Augsburg,1.88,0.67,6,2,9.62,9.76,2.33,0.45
Apr 09 2017,Ingolstadt,Darmstadt,3.66,0.98,15,1,5.31,16.00,2.81,0.12
Apr 15 2017,Borussia Dortmund,Eintracht Frankfurt,2.57,0.98,7,3,5.44,7.79,2.47,0.37
Apr 15 2017,Augsburg,FC Cologne,1.09,1.40,2,4,7.97,4.30,0.99,1.61
Apr 15 2017,Mainz 05,Hertha Berlin,1.03,0.26,10,4,6.94,10.42,2.03,0.62
Apr 15 2017,Wolfsburg,Ingolstadt,1.61,0.16,6,3,8.17,9.33,2.65,0.20
Apr 15 2017,RasenBallsport Leipzig,Freiburg,1.19,0.69,5,7,6.35,13.35,1.82,0.87
Apr 15 2017,Hoffenheim,Borussia M.Gladbach,2.01,2.24,3,6,23.13,8.47,1.14,1.57
Apr 15 2017,Bayer Leverkusen,Bayern Munich,0.38,2.14,7,12,18.95,4.33,0.24,2.63
Apr 16 2017,Werder Bremen,Hamburger SV,1.74,0.70,6,1,5.83,6.85,2.22,0.55
Apr 16 2017,Darmstadt,Schalke 04,1.48,2.80,8,8,11.37,4.47,0.57,2.25
Apr 21 2017,FC Cologne,Hoffenheim,1.19,1.17,9,8,11.61,7.86,1.34,1.33
Apr 22 2017,Bayern Munich,Mainz 05,0.92,1.75,14,5,4.84,31.77,0.67,2.09
Apr 22 2017,Hamburger SV,Darmstadt,1.15,1.32,13,6,5.15,6.85,1.17,1.52
Apr 22 2017,Hertha Berlin,Wolfsburg,1.98,1.57,5,4,17.69,15.16,1.68,1.04
Apr 22 2017,Eintracht Frankfurt,Augsburg,2.02,0.79,15,1,3.65,18.41,2.24,0.55
Apr 22 2017,Ingolstadt,Werder Bremen,2.23,2.21,9,8,7.59,10.50,1.36,1.39
Apr 22 2017,Borussia M.Gladbach,Borussia Dortmund,0.86,1.94,4,11,18.77,14.95,0.57,2.20
Apr 23 2017,Freiburg,Bayer Leverkusen,1.05,1.15,7,5,12.54,7.80,1.20,1.46
Apr 23 2017,Schalke 04,RasenBallsport Leipzig,0.77,0.73,4,0,10.14,7.16,1.34,1.28
Apr 28 2017,Bayer Leverkusen,Schalke 04,1.26,2.46,9,10,10.47,9.00,0.52,2.28
Apr 29 2017,Borussia Dortmund,FC Cologne,2.68,0.28,12,3,4.31,26.62,2.83,0.10
Apr 29 2017,Darmstadt,Freiburg,1.61,1.12,8,5,15.55,8.89,1.77,0.93
Apr 29 2017,Werder Bremen,Hertha Berlin,1.83,0.76,4,2,18.95,7.97,2.23,0.55
Apr 29 2017,RasenBallsport Leipzig,Ingolstadt,1.50,0.59,11,6,2.96,7.34,2.10,0.64
Apr 29 2017,Mainz 05,Borussia M.Gladbach,2.14,1.23,5,3,7.20,13.88,2.14,0.62
Apr 29 2017,Wolfsburg,Bayern Munich,0.36,2.26,2,4,23.35,8.88,0.20,2.69
Apr 30 2017,Augsburg,Hamburger SV,2.14,0.29,4,4,5.10,7.72,2.81,0.11
Apr 30 2017,Hoffenheim,Eintracht Frankfurt,0.60,0.17,6,0,3.66,12.64,1.73,0.78
May 05 2017,FC Cologne,Werder Bremen,2.86,1.60,4,12,10.86,8.79,2.24,0.58
