date,home_team,away_team,fthg,ftag,ftr,hs,as,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,xg_home,xg_away,deep_home,deep_away,ppda_home,ppda_away,xpts_home,xpts_away
2017-01-21,Darmstadt,M'gladbach,0,0,D,8,14,2,4,12,16,4,6,1,1,0,0,0.8,1.27,2,3,13.24,3.86,0.93,1.76
2017-01-21,Leipzig,Eintracht Frankfurt,3,0,H,17,4,7,3,8,15,3,3,1,2,0,1,3.06,0.62,7,2,4.48,15.19,2.84,0.09
2017-01-21,Wolfsburg,Hamburger SV,1,0,H,11,11,3,1,15,23,5,3,2,1,0,1,1.14,0.67,5,4,3.45,8.27,1.81,0.87
2017-01-21,Werder Bremen,Dortmund,1,2,A,9,22,5,8,16,12,3,5,3,1,1,0,0.68,2.86,7,9,6.97,6.61,0.2,2.7
2017-01-21,Schalke 04,Ingolstadt,1,0,H,15,14,5,3,11,16,7,3,1,0,0,0,2.02,0.52,10,11,7.22,5.98,2.48,0.36
2017-01-22,Mainz 05,1.FC Köln,0,0,D,12,9,5,3,12,10,5,5,1,1,0,0,0.49,0.41,5,6,7.92,8.42,1.35,1.15
2017-01-22,Leverkusen,Hertha BSC,3,1,H,16,7,9,3,14,15,7,3,0,2,0,0,2.21,1.19,16,2,11.35,12.82,2.12,0.63
2017-01-27,Schalke 04,Eintracht Frankfurt,0,1,A,12,8,2,1,18,17,3,2,2,1,0,0,0.62,0.42,5,2,5.09,5.94,1.48,1.07
2017-01-28,Darmstadt,1.FC Köln,1,6,A,10,14,4,7,24,20,3,4,2,4,0,0,1.56,3.27,3,6,7.17,5.14,0.37,2.49
2017-01-28,Werder Bremen,Bayern Munich,1,2,A,11,13,4,4,17,16,2,7,4,1,0,0,0.74,0.66,6,11,14.04,6.17,1.39,1.24
2017-01-28,Leipzig,Hoffenheim,2,1,H,14,5,5,2,17,16,7,4,3,3,0,1,1.48,0.79,12,3,4.42,13.0,1.91,0.78
2017-01-28,Leverkusen,M'gladbach,2,3,A,13,12,4,7,12,8,9,5,0,0,0,0,1.54,1.9,7,4,5.57,9.33,1.07,1.67
2017-01-28,Wolfsburg,Augsburg,1,2,A,11,12,5,5,13,17,5,6,2,2,0,0,1.52,2.03,4,1,7.03,13.4,0.95,1.79
2017-01-28,Ingolstadt,Hamburger SV,3,1,H,15,11,7,3,13,18,1,6,0,2,0,0,1.42,0.49,3,6,7.19,5.7,2.24,0.51
2017-01-29,Freiburg,Hertha BSC,2,1,H,11,11,4,2,11,8,6,4,0,2,0,0,0.62,0.53,4,5,24.94,6.36,1.36,1.21
2017-01-29,Mainz 05,Dortmund,1,1,D,9,13,1,4,13,13,2,4,2,1,0,0,0.68,1.17,2,3,12.92,5.76,0.93,1.75
2017-02-03,Hamburger SV,Leverkusen,1,0,H,11,5,3,0,13,23,4,3,0,3,0,0,1.1,0.26,3,6,6.51,2.12,2.18,0.52
2017-02-04,M'gladbach,Freiburg,3,0,H,11,14,3,4,9,10,3,8,1,1,0,0,1.86,0.55,8,11,16.11,12.8,2.45,0.38
2017-02-04,Hertha BSC,Ingolstadt,1,0,H,8,13,2,4,15,20,1,3,2,2,0,0,0.81,0.52,5,7,5.64,8.76,1.65,0.96
2017-02-04,1.FC Köln,Wolfsburg,1,0,H,12,12,2,2,14,21,6,6,4,3,0,0,1.19,0.62,3,4,9.19,7.59,1.96,0.74
2017-02-04,Dortmund,Leipzig,1,0,H,14,2,4,1,15,17,5,2,1,3,0,0,3.12,0.07,8,7,5.16,6.05,2.96,0.02
2017-02-04,Bayern Munich,Schalke 04,1,1,D,12,7,4,3,14,15,8,3,1,1,0,0,1.21,0.93,8,7,7.25,11.79,1.58,1.11
2017-02-04,Hoffenheim,Mainz 05,4,0,H,22,13,7,2,14,13,3,6,2,2,0,0,2.43,0.9,4,3,7.1,9.38,2.43,0.4
2017-02-05,Eintracht Frankfurt,Darmstadt,2,0,H,15,4,6,0,7,16,8,2,2,4,0,0,2.4,0.25,10,3,4.9,22.24,2.85,0.09
2017-02-05,Augsburg,Werder Bremen,3,2,H,15,19,7,4,13,12,2,4,3,2,0,0,1.6,2.33,7,6,9.83,12.44,0.85,1.92
2017-02-10,Mainz 05,Augsburg,2,0,H,8,10,4,6,10,15,6,2,1,3,0,0,1.64,0.43,6,3,6.55,5.36,2.46,0.36
2017-02-11,Schalke 04,Hertha BSC,2,0,H,14,5,3,2,20,17,2,2,1,2,0,0,1.21,0.58,6,1,10.12,11.0,1.9,0.8
2017-02-11,Werder Bremen,M'gladbach,0,1,A,16,12,6,3,16,17,9,3,2,2,0,0,1.06,1.32,13,6,9.65,17.55,1.14,1.57
2017-02-11,Leipzig,Hamburger SV,0,3,A,15,11,0,5,10,17,3,6,2,2,0,0,1.4,1.48,15,2,3.44,11.42,1.3,1.41
2017-02-11,Leverkusen,Eintracht Frankfurt,3,0,H,17,9,7,3,10,10,7,6,2,1,0,0,2.54,0.63,9,3,6.86,9.52,2.63,0.25
2017-02-11,Darmstadt,Dortmund,2,1,H,15,14,7,4,10,20,0,12,2,2,0,0,1.93,0.75,8,11,10.42,5.36,2.25,0.55
2017-02-11,Ingolstadt,Bayern Munich,0,2,A,8,17,0,5,15,14,2,4,2,1,0,0,0.44,1.89,2,11,12.81,4.43,0.33,2.49
2017-02-12,Wolfsburg,Hoffenheim,2,1,H,13,14,7,7,16,18,4,5,3,2,0,0,2.33,0.87,3,5,9.52,11.53,2.5,0.34
2017-02-12,Freiburg,1.FC Köln,2,1,H,12,12,6,5,17,15,7,1,1,1,0,0,0.93,1.74,9,6,8.67,12.2,0.68,2.06
2017-02-17,Augsburg,Leverkusen,1,3,A,12,20,4,10,12,14,2,4,3,1,0,0,1.45,3.28,4,13,5.72,6.81,0.36,2.51
2017-02-18,Dortmund,Wolfsburg,3,0,H,24,6,10,3,17,15,9,2,2,1,0,0,2.52,0.21,13,2,6.67,26.64,2.8,0.12
2017-02-18,Eintracht Frankfurt,Ingolstadt,0,2,A,15,14,6,11,16,12,4,5,4,0,1,1,2.12,1.37,8,1,7.19,13.19,1.98,0.77
2017-02-18,Hamburger SV,Freiburg,2,2,D,6,12,4,3,15,9,7,5,3,2,0,0,1.64,0.94,8,11,9.61,13.62,2.02,0.72
2017-02-18,Hertha BSC,Bayern Munich,1,1,D,11,16,2,7,19,10,3,4,2,3,0,0,0.93,1.28,1,10,16.4,6.9,0.99,1.68
2017-02-18,Hoffenheim,Darmstadt,2,0,H,14,7,5,4,12,19,4,2,3,4,0,0,1.73,0.32,11,2,8.54,13.26,2.6,0.25
2017-02-18,Mainz 05,Werder Bremen,0,2,A,13,8,5,4,14,10,7,6,3,4,0,0,0.86,0.56,3,1,4.22,16.11,1.61,1.02
2017-02-19,M'gladbach,Leipzig,1,2,A,12,9,3,5,18,17,8,3,4,3,0,0,1.39,0.76,6,3,6.39,10.36,1.97,0.75
2017-02-19,1.FC Köln,Schalke 04,1,1,D,9,12,4,4,12,14,5,0,2,3,0,0,0.3,1.78,0,2,8.43,11.11,0.26,2.58
2017-02-24,Wolfsburg,Werder Bremen,1,2,A,27,7,6,3,13,15,13,1,1,3,0,0,2.12,1.05,11,3,4.86,26.17,2.15,0.63
2017-02-25,Leverkusen,Mainz 05,0,2,A,12,11,3,5,20,17,9,8,1,3,0,0,1.01,1.37,7,2,1.9,7.39,1.04,1.66
2017-02-25,Bayern Munich,Hamburger SV,8,0,H,18,5,12,1,16,11,4,4,0,1,0,0,3.62,0.23,12,1,5.65,21.48,2.96,0.02
2017-02-25,Darmstadt,Augsburg,1,2,A,5,18,2,3,17,16,1,1,1,0,0,0,0.68,1.82,8,7,6.1,7.45,0.43,2.35
2017-02-25,Hertha BSC,Eintracht Frankfurt,2,0,H,6,8,4,2,11,16,3,6,2,2,0,1,0.74,0.55,5,6,9.48,9.14,1.5,1.09
2017-02-25,Freiburg,Dortmund,0,3,A,7,27,3,10,8,10,5,3,1,0,0,0,0.32,5.08,4,15,19.21,4.97,0.0,2.99
2017-02-25,Leipzig,1.FC Köln,3,1,H,13,5,5,1,15,10,3,0,1,4,0,0,0.94,0.7,8,8,6.12,10.14,1.48,1.15
2017-02-26,Ingolstadt,M'gladbach,0,2,A,14,10,3,4,11,14,6,4,2,0,0,0,0.88,1.16,6,2,7.14,11.47,1.03,1.65
2017-02-26,Schalke 04,Hoffenheim,1,1,D,7,14,2,4,20,13,6,3,0,2,0,0,0.28,0.91,7,4,11.42,9.55,0.68,1.96
2017-03-03,Augsburg,Leipzig,2,2,D,7,12,2,5,15,15,1,6,4,2,0,0,0.83,1.38,2,8,8.14,4.48,0.88,1.81
2017-03-04,Hoffenheim,Ingolstadt,5,2,H,17,8,12,4,19,21,3,6,2,2,0,0,2.01,0.76,4,5,4.68,7.26,2.3,0.5
2017-03-04,Mainz 05,Wolfsburg,1,1,D,10,7,2,5,15,12,4,6,0,0,0,0,0.94,0.75,6,1,11.2,14.1,1.5,1.13
2017-03-04,M'gladbach,Schalke 04,4,2,H,19,7,7,2,6,16,3,2,0,4,0,0,3.02,1.3,9,4,20.21,6.61,2.47,0.37
2017-03-04,Werder Bremen,Darmstadt,2,0,H,9,15,4,3,10,17,2,7,1,1,0,0,2.0,1.68,8,8,11.05,4.43,1.61,1.13
2017-03-04,Dortmund,Leverkusen,6,2,H,20,12,12,3,8,20,7,3,0,6,0,0,4.87,0.63,16,2,13.83,7.89,2.97,0.02
2017-03-04,1.FC Köln,Bayern Munich,0,3,A,6,20,2,8,11,9,2,9,0,2,0,0,0.18,1.61,4,18,17.23,5.65,0.3,2.51
2017-03-05,Eintracht Frankfurt,Freiburg,1,2,A,15,10,3,3,13,14,12,1,2,1,0,0,1.73,1.64,3,4,9.59,12.2,1.4,1.3
2017-03-05,Hamburger SV,Hertha BSC,1,0,H,9,8,3,1,14,11,5,2,1,2,0,0,0.7,0.39,4,2,9.52,6.97,1.61,0.96
2017-03-10,Leverkusen,Werder Bremen,1,1,D,12,11,7,3,12,12,4,3,0,2,1,0,1.64,0.98,4,7,11.89,10.85,1.94,0.79
2017-03-11,Ingolstadt,1.FC Köln,2,2,D,26,7,9,2,13,24,11,0,4,3,0,0,1.43,1.28,16,2,4.45,5.76,1.43,1.28
2017-03-11,Leipzig,Wolfsburg,0,1,A,11,15,6,5,16,17,7,3,3,4,0,0,0.59,1.7,7,2,4.68,10.32,0.5,2.29
2017-03-11,Hertha BSC,Dortmund,2,1,H,16,18,4,2,7,15,4,8,2,4,0,0,1.74,1.08,7,10,21.68,5.9,1.9,0.86
2017-03-11,Freiburg,Hoffenheim,1,1,D,6,23,4,7,12,11,6,6,2,2,0,0,1.15,1.6,7,7,15.04,11.18,0.94,1.71
2017-03-11,Darmstadt,Mainz 05,2,1,H,11,13,5,6,16,17,5,11,3,2,1,1,1.66,1.3,6,6,8.67,4.82,1.65,1.05
2017-03-11,Bayern Munich,Eintracht Frankfurt,3,0,H,16,10,7,4,11,8,3,2,2,3,0,0,2.93,0.75,7,4,4.5,19.83,2.75,0.16
2017-03-12,Hamburger SV,M'gladbach,2,1,H,17,7,6,3,8,18,8,4,1,2,0,0,1.46,1.31,11,7,9.83,4.5,1.42,1.28
2017-03-12,Schalke 04,Augsburg,3,0,H,25,9,7,3,20,10,7,4,3,0,0,0,3.77,1.05,13,5,5.92,14.2,2.83,0.11
2017-03-17,Dortmund,Ingolstadt,1,0,H,10,14,2,2,12,23,4,2,1,3,0,0,0.57,1.38,4,7,6.21,5.91,0.67,2.07
2017-03-18,Augsburg,Freiburg,1,1,D,15,7,3,3,16,21,3,1,2,2,0,0,1.14,1.04,1,4,5.71,7.1,1.36,1.3
2017-03-18,Eintracht Frankfurt,Hamburger SV,0,0,D,7,5,1,0,19,24,4,7,1,1,0,0,1.04,0.13,3,1,3.41,4.68,2.25,0.44
2017-03-18,1.FC Köln,Hertha BSC,4,2,H,7,8,6,6,12,12,2,9,2,3,0,0,1.06,1.7,3,7,14.0,10.13,0.75,1.96
2017-03-18,Hoffenheim,Leverkusen,1,0,H,13,16,4,7,12,14,2,7,1,1,0,0,1.76,0.99,5,3,9.5,15.27,1.95,0.82
2017-03-18,Werder Bremen,Leipzig,3,0,H,9,7,4,2,11,18,4,5,2,1,0,0,1.39,0.69,4,9,10.04,5.88,2.12,0.59
2017-03-18,Wolfsburg,Darmstadt,1,0,H,18,6,4,1,15,14,6,4,2,3,0,0,2.28,0.75,8,3,8.2,9.97,2.43,0.4
2017-03-19,Mainz 05,Schalke 04,0,1,A,18,9,5,5,10,15,10,4,2,4,0,0,0.65,1.05,9,2,9.36,4.93,0.94,1.72
2017-03-19,M'gladbach,Bayern Munich,0,1,A,14,18,1,6,5,11,5,4,0,2,0,0,0.76,2.22,4,17,26.88,7.11,0.44,2.39
2017-03-31,Hertha BSC,Hoffenheim,1,3,A,5,28,3,8,18,13,0,8,2,1,1,0,0.27,3.17,3,10,12.67,7.82,0.02,2.96
2017-04-01,Schalke 04,Dortmund,1,1,D,9,7,3,2,13,17,9,4,1,2,0,0,0.58,0.92,4,7,13.23,6.87,0.91,1.74
2017-04-01,Eintracht Frankfurt,M'gladbach,0,0,D,15,6,4,1,13,12,10,1,4,2,0,1,2.71,0.21,12,0,5.0,19.3,2.88,0.07
2017-04-01,Leipzig,Darmstadt,4,0,H,25,11,10,1,12,15,10,4,1,2,0,1,4.0,1.05,13,3,5.33,14.1,2.79,0.15
2017-04-01,Hamburger SV,1.FC Köln,2,1,H,14,7,4,1,19,13,5,1,2,3,0,0,1.36,1.13,5,0,5.27,7.0,1.52,1.14
2017-04-01,Bayern Munich,Augsburg,6,0,H,21,6,8,2,6,9,5,1,0,2,0,0,3.68,0.19,29,0,5.5,29.75,2.98,0.01
2017-04-01,Freiburg,Werder Bremen,2,5,A,13,11,4,7,9,14,5,5,2,1,0,0,1.77,1.03,3,5,11.53,20.29,2.01,0.73
2017-04-02,Ingolstadt,Mainz 05,2,1,H,12,10,5,1,25,26,4,4,4,3,0,0,1.51,0.77,7,5,6.71,3.77,1.99,0.74
2017-04-02,Leverkusen,Wolfsburg,3,3,D,8,18,5,9,18,14,2,10,1,2,0,0,0.78,1.8,2,8,11.9,6.29,0.58,2.19
2017-04-04,Dortmund,Hamburger SV,3,0,H,17,16,10,6,6,12,6,4,1,3,0,0,3.97,1.01,15,3,7.5,11.22,2.82,0.13
2017-04-04,1.FC Köln,Eintracht Frankfurt,1,0,H,5,11,1,2,11,20,0,5,0,2,0,0,0.73,0.65,1,3,12.22,3.66,1.48,1.13
2017-04-04,Hoffenheim,Bayern Munich,1,0,H,14,21,4,6,17,12,7,9,0,1,0,0,0.97,1.89,5,19,11.0,5.05,0.63,2.14
2017-04-04,Werder Bremen,Schalke 04,3,0,H,11,14,6,3,9,19,4,3,0,2,0,0,2.02,0.73,9,3,17.1,7.18,2.41,0.42
2017-04-05,Augsburg,Ingolstadt,2,3,A,13,13,5,6,16,13,3,5,3,2,0,0,1.36,1.77,2,6,5.79,7.18,1.03,1.69
2017-04-05,Wolfsburg,Freiburg,0,1,A,17,16,4,5,12,16,6,3,0,1,0,0,1.97,0.86,9,5,4.42,18.75,2.22,0.57
2017-04-05,M'gladbach,Hertha BSC,1,0,H,22,12,7,2,12,12,8,4,1,1,0,0,1.82,0.86,22,9,9.52,21.6,2.06,0.7
2017-04-05,Mainz 05,Leipzig,2,3,A,18,15,3,7,16,20,8,3,6,4,1,0,2.9,1.63,6,9,7.5,5.3,2.23,0.6
2017-04-05,Darmstadt,Leverkusen,0,2,A,13,14,2,7,11,13,3,8,0,2,0,0,0.55,2.05,0,9,9.36,9.5,0.35,2.49
2017-04-07,Eintracht Frankfurt,Werder Bremen,2,2,D,16,8,7,4,19,8,4,1,2,2,0,0,2.52,0.55,7,6,4.15,14.19,2.71,0.19
2017-04-08,1.FC Köln,M'gladbach,2,3,A,9,16,2,7,17,10,5,6,2,2,0,0,0.97,0.62,3,13,14.82,4.56,1.69,0.97
2017-04-08,Hamburger SV,Hoffenheim,2,1,H,12,12,6,4,22,22,8,4,4,4,0,0,0.92,1.41,11,4,5.38,3.75,0.89,1.81
2017-04-08,Leipzig,Leverkusen,1,0,H,14,14,5,3,13,12,8,2,0,1,1,0,1.51,0.63,7,6,6.86,10.07,2.13,0.62
2017-04-08,Schalke 04,Wolfsburg,4,1,H,12,18,7,1,17,10,5,1,1,2,0,0,1.64,1.59,9,5,11.86,14.35,1.38,1.34
2017-04-08,Bayern Munich,Dortmund,4,1,H,18,9,6,3,14,10,6,3,2,3,0,0,1.96,0.7,12,4,5.33,21.46,2.36,0.45
2017-04-08,Freiburg,Mainz 05,1,0,H,7,9,3,3,12,14,1,6,0,3,0,0,0.94,0.85,3,7,8.73,5.85,1.43,1.2
2017-04-09,Ingolstadt,Darmstadt,3,2,H,23,10,10,5,12,11,5,2,1,0,1,1,3.66,0.98,15,1,5.31,16.0,2.81,0.12
2017-04-09,Hertha BSC,Augsburg,2,0,H,18,5,8,0,17,20,7,0,1,2,0,0,1.88,0.67,6,2,9.62,9.76,2.33,0.45
2017-04-15,Mainz 05,Hertha BSC,1,0,H,17,6,3,2,10,18,7,3,1,3,0,0,1.03,0.26,10,4,6.94,10.42,2.03,0.62
2017-04-15,Augsburg,1.FC Köln,2,1,H,7,12,6,0,19,17,2,8,2,3,2,0,1.09,1.4,2,4,7.97,4.3,0.99,1.61
2017-04-15,Dortmund,Eintracht Frankfurt,3,1,H,15,9,7,2,12,23,4,1,0,0,0,0,2.57,0.98,7,3,5.44,7.79,2.47,0.37
2017-04-15,Leverkusen,Bayern Munich,0,0,D,9,21,2,6,9,12,1,4,1,0,1,0,0.38,2.14,7,12,18.95,4.33,0.24,2.63
2017-04-15,Hoffenheim,M'gladbach,5,3,H,16,10,9,4,6,20,5,1,2,4,0,0,2.01,2.24,3,6,23.13,8.47,1.14,1.57
2017-04-15,Wolfsburg,Ingolstadt,3,0,H,9,6,6,3,14,17,2,4,2,3,0,0,1.61,0.16,6,3,8.17,9.33,2.65,0.2
2017-04-15,Leipzig,Freiburg,4,0,H,13,11,6,2,19,13,6,0,1,2,0,0,1.19,0.69,5,7,6.35,13.35,1.82,0.87
2017-04-16,Werder Bremen,Hamburger SV,2,1,H,13,6,5,4,13,15,4,3,3,1,0,0,1.74,0.7,6,1,5.83,6.85,2.22,0.55
2017-04-16,Darmstadt,Schalke 04,2,1,H,11,26,5,8,24,14,2,9,5,3,0,1,1.48,2.8,8,8,11.37,4.47,0.57,2.25
2017-04-21,1.FC Köln,Hoffenheim,1,1,D,12,11,6,6,9,11,6,4,2,0,0,0,1.19,1.17,9,8,11.61,7.86,1.34,1.33
2017-04-22,Bayern Munich,Mainz 05,2,2,D,19,10,6,5,5,6,14,2,1,1,0,0,0.92,1.75,14,5,4.84,31.77,0.67,2.09
2017-04-22,Eintracht Frankfurt,Augsburg,3,1,H,20,10,7,4,14,8,4,2,2,1,0,0,2.02,0.79,15,1,3.65,18.41,2.24,0.55
2017-04-22,Hamburger SV,Darmstadt,1,2,A,13,9,6,4,14,18,9,6,3,2,0,0,1.15,1.32,13,6,5.15,6.85,1.17,1.52
2017-04-22,Ingolstadt,Werder Bremen,2,4,A,15,9,5,5,16,11,9,2,3,2,0,0,2.23,2.21,9,8,7.59,10.5,1.36,1.39
2017-04-22,M'gladbach,Dortmund,2,3,A,7,12,3,6,8,13,2,4,2,3,0,0,0.86,1.94,4,11,18.77,14.95,0.57,2.2
2017-04-22,Hertha BSC,Wolfsburg,1,0,H,14,10,5,2,10,18,5,2,3,5,0,0,1.98,1.57,5,4,17.69,15.16,1.68,1.04
2017-04-23,Freiburg,Leverkusen,2,1,H,11,11,5,4,7,13,5,5,2,2,0,0,1.05,1.15,7,5,12.54,7.8,1.2,1.46
2017-04-23,Schalke 04,Leipzig,1,1,D,11,9,1,1,18,21,5,5,3,2,0,0,0.77,0.73,4,0,10.14,7.16,1.34,1.28
2017-04-28,Leverkusen,Schalke 04,1,4,A,13,12,4,8,15,10,2,3,3,0,0,0,1.26,2.46,9,10,10.47,9.0,0.52,2.28
2017-04-29,Werder Bremen,Hertha BSC,2,0,H,9,10,4,2,9,17,2,2,1,1,0,0,1.83,0.76,4,2,18.95,7.97,2.23,0.55
2017-04-29,Darmstadt,Freiburg,3,0,H,14,9,4,4,16,15,7,6,2,0,0,0,1.61,1.12,8,5,15.55,8.89,1.77,0.93
2017-04-29,Dortmund,1.FC Köln,0,0,D,23,5,4,0,8,13,9,0,2,2,0,0,2.68,0.28,12,3,4.31,26.62,2.83,0.1
2017-04-29,Mainz 05,M'gladbach,1,2,A,17,13,8,5,9,15,8,3,1,1,0,0,2.14,1.23,5,3,7.2,13.88,2.14,0.62
2017-04-29,Leipzig,Ingolstadt,0,0,D,15,6,3,0,14,16,5,3,3,4,0,1,1.5,0.59,11,6,2.96,7.34,2.1,0.64
2017-04-29,Wolfsburg,Bayern Munich,0,6,A,7,17,3,9,12,10,4,4,0,0,1,0,0.36,2.26,2,4,23.35,8.88,0.2,2.69
2017-04-30,Augsburg,Hamburger SV,4,0,H,17,9,9,4,9,16,4,4,1,4,0,0,2.14,0.29,4,4,5.1,7.72,2.81,0.11
2017-04-30,Hoffenheim,Eintracht Frankfurt,1,0,H,8,4,1,2,22,18,3,4,0,3,0,0,0.6,0.17,6,0,3.66,12.64,1.73,0.78
2017-05-05,1.FC Köln,Werder Bremen,4,3,H,16,11,9,4,9,10,5,1,0,2,0,0,2.86,1.6,4,12,10.86,8.79,2.24,0.58
2017-05-06,M'gladbach,Augsburg,1,1,D,18,11,5,4,8,15,3,5,2,2,0,0,1.37,1.59,8,2,8.05,14.86,1.18,1.54
2017-05-06,Hertha BSC,Leipzig,1,4,A,6,14,1,8,15,15,3,8,3,3,0,0,0.23,2.56,4,6,10.61,5.93,0.1,2.84
2017-05-06,Eintracht Frankfurt,Wolfsburg,0,2,A,7,7,2,3,12,14,2,4,1,2,0,0,1.14,1.41,1,7,8.97,21.79,1.14,1.57
2017-05-06,Dortmund,Hoffenheim,2,1,H,11,10,4,5,17,11,6,2,4,2,0,0,2.59,1.03,6,3,13.21,8.73,2.56,0.29
2017-05-06,Bayern Munich,Darmstadt,1,0,H,23,13,8,3,10,7,13,7,1,1,0,0,2.43,1.19,17,2,10.64,18.28,2.22,0.57
2017-05-06,Ingolstadt,Leverkusen,1,1,D,10,12,2,6,13,12,7,6,1,3,0,0,0.43,1.38,3,4,9.33,11.33,0.52,2.22
2017-05-07,Freiburg,Schalke 04,2,0,H,13,14,5,3,14,13,2,4,0,2,0,0,2.48,0.42,6,5,17.78,5.86,2.76,0.15
2017-05-07,Hamburger SV,Mainz 05,0,0,D,6,13,2,6,16,17,5,3,2,1,0,0,0.33,1.38,6,5,3.68,4.22,0.39,2.39
2017-05-13,Wolfsburg,M'gladbach,1,1,D,11,14,6,6,12,12,3,7,3,1,0,0,1.27,1.65,9,7,24.93,8.22,1.06,1.68
2017-05-13,Werder Bremen,Hoffenheim,3,5,A,16,16,7,9,10,14,10,4,1,1,0,0,1.45,1.01,9,3,9.14,15.0,1.74,0.99
2017-05-13,Leipzig,Bayern Munich,4,5,A,11,20,6,9,19,11,2,6,1,5,0,0,2.05,3.62,6,15,17.5,8.35,0.5,2.35
2017-05-13,Mainz 05,Eintracht Frankfurt,4,2,H,21,6,8,4,16,22,7,0,4,4,0,0,1.77,1.64,6,2,5.33,11.52,1.42,1.26
2017-05-13,Leverkusen,1.FC Köln,2,2,D,27,7,9,4,12,12,7,3,0,2,0,0,2.65,0.97,19,1,4.12,9.17,2.52,0.33
2017-05-13,Augsburg,Dortmund,1,1,D,5,15,3,5,17,7,2,3,2,1,0,0,1.27,1.75,3,14,16.26,5.88,0.95,1.74
2017-05-13,Darmstadt,Hertha BSC,0,2,A,11,16,2,5,17,14,4,6,3,0,0,0,0.75,1.59,2,5,8.33,11.42,0.74,2.01
2017-05-13,Freiburg,Ingolstadt,1,1,D,11,23,4,9,18,27,4,3,2,3,0,0,1.27,1.89,1,16,4.46,3.95,0.97,1.78
2017-05-13,Schalke 04,Hamburger SV,1,1,D,12,18,1,4,14,15,5,7,3,1,0,0,1.24,1.83,6,11,7.3,6.29,0.94,1.8
2017-05-20,Bayern Munich,Freiburg,4,1,H,33,19,11,8,10,10,15,7,1,0,0,0,3.93,1.53,17,14,7.16,19.47,2.59,0.31
2017-05-20,Dortmund,Werder Bremen,4,3,H,28,11,11,5,15,17,9,3,4,3,0,0,4.35,1.64,14,12,5.7,16.8,2.75,0.18
2017-05-20,Eintracht Frankfurt,Leipzig,2,2,D,16,7,3,5,12,17,4,3,1,2,0,0,2.26,1.38,5,4,7.13,6.43,2.03,0.74
2017-05-20,1.FC Köln,Mainz 05,2,0,H,16,5,4,0,14,17,7,5,2,1,0,0,1.29,0.14,6,3,8.21,7.7,2.43,0.34
2017-05-20,Hamburger SV,Wolfsburg,2,1,H,6,12,3,5,12,18,2,8,4,3,0,0,0.57,0.87,3,6,3.6,4.67,1.02,1.61
2017-05-20,Hertha BSC,Leverkusen,2,6,A,14,16,5,11,17,13,3,6,3,1,0,0,3.78,4.42,9,12,7.61,7.92,1.03,1.77
2017-05-20,Hoffenheim,Augsburg,0,0,D,19,8,9,2,10,13,5,4,2,1,0,0,0.83,0.26,6,4,4.36,31.56,1.86,0.74
2017-05-20,Ingolstadt,Schalke 04,1,1,D,18,9,8,3,9,11,6,6,1,1,0,1,2.6,1.13,15,6,7.21,16.82,2.43,0.41
2017-05-20,M'gladbach,Darmstadt,2,2,D,18,13,10,4,6,8,5,3,1,0,0,0,1.98,0.6,15,7,7.29,17.78,2.39,0.43
2017-08-18,Bayern Munich,Leverkusen,3,1,H,13,19,8,4,13,17,4,5,1,2,0,0,2.78,1.89,13,14,13.09,11.85,2.01,0.79
2017-08-19,Wolfsburg,Dortmund,0,3,A,9,13,0,5,7,15,3,5,0,0,0,0,0.5,1.12,2,10,19.11,3.09,0.74,1.94
2017-08-19,Hertha BSC,VfB Stuttgart,2,0,H,10,9,3,2,18,12,5,1,2,1,0,0,0.44,0.88,1,6,8.55,12.63,0.87,1.76
2017-08-19,Mainz 05,Hannover 96,0,1,A,14,6,6,2,18,14,13,1,3,5,0,0,0.53,0.61,6,1,4.91,14.91,1.16,1.41
2017-08-19,Hamburger SV,Augsburg,1,0,H,11,13,5,1,18,16,3,7,4,3,0,0,0.55,0.57,4,11,10.68,4.58,1.25,1.33
2017-08-19,Hoffenheim,Werder Bremen,1,0,H,14,11,3,2,17,15,6,4,1,3,0,0,0.97,0.81,8,2,7.54,15.23,1.47,1.17
2017-08-19,Schalke 04,Leipzig,2,0,H,11,12,5,3,22,18,4,5,2,2,0,0,1.91,0.79,3,5,9.56,4.48,2.31,0.48
2017-08-20,M'gladbach,1.FC Köln,1,0,H,22,13,8,2,12,11,5,3,3,2,0,0,1.63,0.84,10,4,14.18,15.73,1.98,0.78
2017-08-20,Freiburg,Eintracht Frankfurt,0,0,D,7,15,1,2,8,17,3,7,1,2,0,0,0.23,1.54,3,5,10.82,10.57,0.29,2.53
2017-08-25,1.FC Köln,Hamburger SV,1,3,A,20,12,6,4,9,9,6,7,2,2,0,1,1.89,1.65,10,4,8.64,20.13,1.52,1.2
2017-08-26,Eintracht Frankfurt,Wolfsburg,0,1,A,12,7,6,3,18,19,7,2,3,1,0,0,0.93,1.08,7,3,8.17,9.25,1.16,1.52
2017-08-26,Leverkusen,Hoffenheim,2,2,D,16,6,3,4,16,11,6,1,2,2,0,0,2.44,0.68,14,4,6.07,13.91,2.61,0.26
2017-08-26,Augsburg,M'gladbach,2,2,D,24,15,9,3,13,12,10,0,2,2,0,0,2.46,1.32,12,6,7.63,14.6,2.11,0.69
