date,home_team,away_team,fthg,ftag,ftr,hs,as,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,xg_home,xg_away,deep_home,deep_away,ppda_home,ppda_away,xpts_home,xpts_away
2022-05-14,M'gladbach,Hoffenheim,5,1,H,19,10,9,2,8,12,6,2,1,2,0,0,3.83,1.93,8,6,28.27,18.55,2.49,0.38
2022-05-14,VfB Stuttgart,1.FC Köln,2,1,H,24,16,12,3,15,10,8,10,1,4,0,0,3.84,1.12,7,6,10.61,8.57,2.82,0.12
2022-05-14,Mainz 05,Eintracht Frankfurt,2,2,D,13,13,4,4,7,11,5,3,2,0,0,0,0.85,1.7,5,4,10.81,10.96,0.65,2.11
2022-05-14,Arminia Bielefeld,Leipzig,1,1,D,8,18,4,9,11,8,2,6,1,1,0,0,1.67,3.46,4,14,22.24,19.4,0.34,2.52
2022-05-14,Wolfsburg,Bayern Munich,2,2,D,10,25,2,10,5,10,2,12,1,2,0,0,1.14,2.07,4,20,21.84,6.41,0.75,2.02
2022-05-14,Union Berlin,VfL Bochum,3,2,H,17,5,11,3,12,7,1,3,3,2,0,0,3.37,0.39,10,4,18.72,7.39,2.92,0.05
2022-08-05,Eintracht Frankfurt,Bayern Munich,1,6,A,8,23,2,10,10,11,5,6,2,0,0,0,0.76,4.56,3,12,31.85,8.17,0.03,2.95
2022-08-06,Augsburg,Freiburg,0,4,A,10,19,2,7,13,13,5,8,0,0,0,0,0.59,1.54,6,6,6.67,9.92,0.62,2.13
2022-08-06,VfL Bochum,Mainz 05,1,2,A,16,13,3,6,11,16,3,5,2,3,0,0,0.82,1.59,3,3,6.84,16.62,0.75,1.99
2022-08-06,M'gladbach,Hoffenheim,3,1,H,18,2,8,1,18,12,4,2,1,4,0,1,2.07,0.12,21,3,9.96,18.8,2.75,0.14
2022-08-06,Union Berlin,Hertha BSC,3,1,H,18,9,8,3,23,17,5,4,2,3,0,0,1.18,0.35,10,1,5.97,15.83,2.1,0.61
2022-08-06,Wolfsburg,Werder Bremen,2,2,D,13,10,3,5,11,14,2,5,2,2,0,0,0.95,1.04,6,9,4.32,8.97,1.21,1.45
2022-08-06,Dortmund,Leverkusen,1,0,H,13,8,4,3,14,13,3,3,2,4,0,1,2.38,1.24,8,2,9.1,9.0,2.27,0.52
2022-08-07,VfB Stuttgart,Leipzig,1,1,D,11,27,2,9,14,9,1,9,2,1,0,0,0.57,2.13,8,14,14.0,5.39,0.34,2.5
2022-08-07,1.FC Köln,Schalke 04,3,1,H,30,6,10,2,8,10,9,1,0,1,0,1,4.42,0.23,11,2,4.33,21.67,2.99,0.01
2022-08-12,Freiburg,Dortmund,1,3,A,16,16,7,7,16,10,9,2,1,3,0,0,1.08,0.78,5,8,11.39,8.0,1.6,1.07
2022-08-13,Hertha BSC,Eintracht Frankfurt,1,1,D,11,11,5,1,11,11,4,5,3,1,0,0,2.06,1.2,6,4,21.14,5.6,2.02,0.75
2022-08-13,Hoffenheim,VfL Bochum,3,2,H,24,11,13,5,13,10,8,2,1,1,0,0,2.38,1.47,12,8,9.33,20.75,2.04,0.72
2022-08-13,Leverkusen,Augsburg,1,2,A,23,6,10,4,7,16,7,3,1,6,0,0,2.78,0.75,16,5,3.65,10.15,2.63,0.25
2022-08-13,Leipzig,1.FC Köln,2,2,D,9,12,5,3,8,18,2,7,1,4,1,0,1.18,1.52,3,8,13.94,8.42,1.08,1.63
2022-08-13,Werder Bremen,VfB Stuttgart,2,2,D,5,14,3,7,6,10,2,5,4,2,0,0,0.7,1.32,5,5,10.65,17.1,0.79,1.91
2022-08-13,Schalke 04,M'gladbach,2,2,D,14,14,5,9,12,8,2,7,4,2,0,0,1.69,1.41,9,6,17.13,16.25,1.6,1.12
2022-08-14,Mainz 05,Union Berlin,0,0,D,10,10,5,2,9,14,4,4,1,0,0,0,0.65,0.3,7,4,10.95,12.79,1.64,0.91
2022-08-14,Bayern Munich,Wolfsburg,2,0,H,24,7,8,1,7,10,8,4,2,1,0,0,1.4,0.44,11,4,9.21,13.37,2.16,0.58
2022-08-19,M'gladbach,Hertha BSC,1,0,H,11,18,6,5,7,11,5,5,1,2,0,1,2.27,0.97,10,4,9.7,18.68,2.37,0.46
2022-08-20,Augsburg,Mainz 05,1,2,A,6,14,2,7,13,19,3,3,2,2,0,0,0.31,2.05,3,7,10.32,7.5,0.19,2.7
2022-08-20,Dortmund,Werder Bremen,2,3,A,5,14,3,7,13,9,3,5,4,1,0,0,0.63,1.2,6,9,8.46,10.63,0.86,1.82
2022-08-20,Leverkusen,Hoffenheim,0,3,A,14,10,3,5,15,18,3,1,1,4,0,0,1.1,1.3,7,11,6.78,11.17,1.17,1.54
2022-08-20,VfB Stuttgart,Freiburg,0,1,A,18,9,5,3,8,12,3,1,4,2,0,0,0.77,0.9,14,2,14.27,18.16,1.15,1.5
2022-08-20,Wolfsburg,Schalke 04,0,0,D,16,9,6,2,13,10,12,4,1,3,0,0,1.21,1.03,11,1,6.29,16.1,1.45,1.22
2022-08-20,Union Berlin,Leipzig,2,1,H,9,16,4,2,14,8,1,13,2,1,0,0,0.64,0.96,3,8,24.15,5.43,1.04,1.62
2022-08-21,Eintracht Frankfurt,1.FC Köln,1,1,D,10,6,3,2,15,11,5,9,0,1,0,0,0.54,0.24,11,2,6.71,8.84,1.58,0.9
2022-08-21,VfL Bochum,Bayern Munich,0,7,A,13,22,7,12,10,6,5,5,1,0,0,0,0.75,3.98,5,17,17.22,7.16,0.06,2.91
2022-08-26,Freiburg,VfL Bochum,1,0,H,28,15,12,5,15,13,2,5,2,2,0,0,4.41,1.13,9,5,8.13,7.9,2.91,0.06
2022-08-27,Hertha BSC,Dortmund,0,1,A,12,24,3,7,8,9,6,10,1,0,0,0,0.35,2.97,3,11,29.25,7.07,0.11,2.83
2022-08-27,Hoffenheim,Augsburg,1,0,H,24,12,6,1,14,9,4,6,1,1,0,0,2.0,0.46,5,4,8.0,10.76,2.5,0.33
2022-08-27,Mainz 05,Leverkusen,0,3,A,17,7,3,5,10,12,3,4,1,6,0,2,1.62,1.4,7,5,18.25,22.27,1.52,1.2
2022-08-27,Leipzig,Wolfsburg,2,0,H,16,9,7,4,20,15,8,4,3,3,0,0,3.79,0.52,5,5,13.57,7.21,2.93,0.04
2022-08-27,Schalke 04,Union Berlin,1,6,A,12,12,4,7,9,11,8,2,1,0,0,0,1.87,1.07,3,7,13.77,20.8,2.02,0.75
2022-08-27,Bayern Munich,M'gladbach,1,1,D,35,5,20,3,14,7,14,1,4,2,0,0,3.17,0.55,23,1,6.04,31.56,2.84,0.11
2022-08-28,1.FC Köln,VfB Stuttgart,0,0,D,6,13,2,5,14,12,6,8,2,2,0,1,0.39,1.97,6,3,7.11,18.64,0.28,2.57
2022-08-28,Werder Bremen,Eintracht Frankfurt,3,4,A,10,12,4,7,17,17,5,7,1,3,0,0,1.89,1.87,7,5,8.18,9.38,1.38,1.35
2022-09-02,Dortmund,Hoffenheim,1,0,H,16,7,5,2,14,15,5,8,3,4,0,0,2.52,0.36,10,1,14.53,8.43,2.77,0.15
2022-09-03,VfL Bochum,Werder Bremen,0,2,A,19,16,6,6,15,10,7,3,2,2,0,0,1.23,1.99,6,8,6.5,12.46,0.81,1.95
2022-09-03,Leverkusen,Freiburg,2,3,A,15,5,6,3,15,10,8,4,2,2,0,0,1.8,2.35,7,3,16.82,9.24,0.88,1.85
2022-09-03,VfB Stuttgart,Schalke 04,1,1,D,13,13,3,4,11,10,5,7,4,2,1,0,0.71,2.1,8,9,11.73,6.5,0.41,2.41
2022-09-03,Union Berlin,Bayern Munich,1,1,D,10,21,3,6,19,7,5,7,1,2,0,0,0.44,1.38,1,17,18.48,5.63,0.57,2.16
2022-09-03,Wolfsburg,1.FC Köln,2,4,A,9,18,3,5,13,14,5,4,2,1,0,0,0.97,3.08,6,10,10.95,10.65,0.24,2.65
2022-09-03,Eintracht Frankfurt,Leipzig,4,0,H,14,5,9,0,14,10,4,3,1,1,0,0,3.63,0.22,4,4,11.1,9.24,2.97,0.01
2022-09-04,Augsburg,Hertha BSC,0,2,A,8,16,2,6,12,15,5,1,2,1,0,0,0.31,2.87,5,6,13.19,6.55,0.06,2.9
2022-09-04,M'gladbach,Mainz 05,0,1,A,13,12,3,5,8,15,4,8,1,4,1,0,1.71,0.63,6,6,18.45,10.4,2.27,0.52
2022-09-09,Werder Bremen,Augsburg,0,1,A,11,14,6,5,12,12,3,7,4,5,0,0,1.84,1.78,10,2,4.68,14.14,1.39,1.33
2022-09-10,Bayern Munich,VfB Stuttgart,2,2,D,18,8,7,3,11,9,3,0,2,5,0,0,2.3,1.19,11,4,4.46,20.89,2.17,0.61
2022-09-10,Eintracht Frankfurt,Wolfsburg,0,1,A,11,6,0,3,16,13,10,5,2,4,0,0,0.45,0.97,4,3,9.47,19.18,0.8,1.85
2022-09-10,Hertha BSC,Leverkusen,2,2,D,17,11,6,5,15,16,3,5,3,1,0,0,2.35,1.77,7,7,11.57,8.43,1.82,0.95
2022-09-10,Hoffenheim,Mainz 05,4,1,H,21,10,9,2,9,13,7,5,3,2,0,1,4.65,1.09,15,8,8.47,21.19,2.91,0.06
2022-09-10,Leipzig,Dortmund,3,0,H,14,4,5,0,12,6,5,8,2,1,0,0,1.7,0.33,8,4,9.16,8.0,2.48,0.33
2022-09-10,Schalke 04,VfL Bochum,3,1,H,20,9,8,2,12,16,3,8,2,3,0,0,1.41,1.31,10,6,9.9,9.11,1.43,1.29
2022-09-11,1.FC Köln,Union Berlin,0,1,A,7,12,2,3,15,12,7,8,4,1,1,0,0.88,1.51,8,4,8.86,18.2,0.8,1.92
2022-09-11,Freiburg,M'gladbach,0,0,D,13,14,8,5,13,6,7,6,1,1,0,0,0.99,1.38,9,4,12.1,13.27,1.01,1.7
2022-09-16,Mainz 05,Hertha BSC,1,1,D,12,4,2,2,12,10,4,3,3,5,0,0,0.39,0.44,7,6,6.19,9.54,1.17,1.33
2022-09-17,Augsburg,Bayern Munich,1,0,H,9,21,4,7,16,9,2,8,3,1,0,0,2.21,1.82,9,21,11.61,5.9,1.68,1.09
2022-09-17,Dortmund,Schalke 04,1,0,H,19,3,7,0,12,14,11,2,3,2,0,0,2.53,0.1,8,2,5.68,15.82,2.88,0.06
2022-09-17,Leverkusen,Werder Bremen,1,1,D,19,19,7,7,5,14,9,6,2,3,0,0,1.82,2.02,15,6,16.93,11.09,1.25,1.51
2022-09-17,VfB Stuttgart,Eintracht Frankfurt,1,3,A,15,13,2,8,9,11,7,4,2,0,0,0,0.77,1.49,7,4,7.24,20.14,0.77,1.96
2022-09-17,M'gladbach,Leipzig,3,0,H,21,13,10,6,14,14,8,3,2,2,0,0,2.98,1.26,8,5,13.35,8.32,2.41,0.44
2022-09-18,Union Berlin,Wolfsburg,2,0,H,16,5,4,0,18,6,4,1,0,0,0,0,1.07,0.22,3,0,12.37,24.36,2.13,0.55
2022-09-18,VfL Bochum,1.FC Köln,1,1,D,7,18,0,3,12,8,4,8,0,1,0,0,0.29,1.81,2,6,26.5,6.81,0.29,2.53
2022-09-18,Hoffenheim,Freiburg,0,0,D,10,14,3,4,15,9,5,3,1,2,0,0,0.74,0.68,7,9,12.5,10.92,1.37,1.25
2022-09-30,Bayern Munich,Leverkusen,4,0,H,20,10,10,5,10,6,6,2,0,0,0,0,2.13,0.94,19,2,11.45,41.0,2.22,0.58
2022-10-01,Eintracht Frankfurt,Union Berlin,2,0,H,14,14,4,5,4,11,4,7,3,4,1,0,1.18,0.77,6,8,26.5,10.52,1.71,0.97
2022-10-01,1.FC Köln,Dortmund,3,2,H,20,21,16,13,14,10,7,11,4,3,0,0,2.15,2.47,7,10,8.64,9.26,1.21,1.59
2022-10-01,Freiburg,Mainz 05,2,1,H,13,17,6,7,9,15,5,5,2,4,0,0,1.97,1.84,9,10,9.04,11.08,1.48,1.24
2022-10-01,Leipzig,VfL Bochum,4,0,H,17,2,9,1,8,8,7,2,0,2,0,0,4.22,0.15,12,1,11.25,31.69,2.99,0.0
2022-10-01,Wolfsburg,VfB Stuttgart,3,2,H,20,15,7,7,16,14,8,5,3,5,0,0,1.75,2.35,8,6,9.95,13.4,0.93,1.82
2022-10-01,Werder Bremen,M'gladbach,5,1,H,14,13,9,9,8,8,4,5,0,1,0,0,3.35,2.27,7,5,11.1,14.35,2.09,0.73
2022-10-02,Schalke 04,Augsburg,2,3,A,16,11,5,5,11,10,8,4,2,6,0,1,2.06,1.48,8,3,8.13,9.76,1.82,0.93
2022-10-02,Hertha BSC,Hoffenheim,1,1,D,13,16,5,4,5,15,2,6,2,1,0,0,0.96,1.6,2,6,15.32,9.45,0.85,1.88
2022-10-07,Hoffenheim,Werder Bremen,1,2,A,16,8,6,3,12,18,3,3,3,3,0,0,1.3,1.44,8,8,13.59,9.08,1.21,1.48
2022-10-08,Augsburg,Wolfsburg,1,1,D,18,12,5,7,19,11,11,5,5,3,0,0,2.02,2.31,7,5,7.8,10.42,1.15,1.59
2022-10-08,VfL Bochum,Eintracht Frankfurt,3,0,H,11,11,6,2,12,10,9,4,2,1,0,0,0.65,0.78,3,9,8.27,8.26,1.16,1.47
2022-10-08,Leverkusen,Schalke 04,4,0,H,13,2,7,1,9,17,3,3,1,1,0,0,2.07,0.14,10,2,10.55,11.29,2.76,0.14
2022-10-08,Mainz 05,Leipzig,1,1,D,9,12,3,3,12,12,4,2,1,1,0,0,0.65,1.47,4,10,15.04,10.5,0.66,2.08
2022-10-08,Dortmund,Bayern Munich,2,2,D,13,9,6,3,8,11,7,4,3,6,0,1,1.43,1.23,8,6,15.83,8.87,1.5,1.22
2022-10-09,M'gladbach,1.FC Köln,5,2,H,13,5,6,3,8,14,7,4,2,3,0,1,2.73,1.46,12,3,16.08,18.86,2.34,0.46
2022-10-09,Hertha BSC,Freiburg,2,2,D,11,10,3,4,14,13,4,2,2,1,0,0,1.26,1.76,4,6,9.86,6.69,0.95,1.77
2022-10-09,VfB Stuttgart,Union Berlin,0,1,A,9,7,3,4,12,10,2,5,3,3,1,0,1.1,0.73,1,9,14.5,19.71,1.66,1.0
2022-10-14,Schalke 04,Hoffenheim,0,3,A,14,18,2,7,12,8,4,5,2,2,0,0,0.7,3.52,4,9,7.41,19.91,0.09,2.86
2022-10-15,Eintracht Frankfurt,Leverkusen,5,1,H,20,5,11,2,10,9,7,1,0,4,0,1,4.36,0.5,5,4,16.64,39.88,2.97,0.02
2022-10-15,VfB Stuttgart,VfL Bochum,4,1,H,16,14,7,4,6,17,3,3,0,3,0,0,2.41,1.53,8,11,14.0,7.92,1.99,0.79
2022-10-15,Werder Bremen,Mainz 05,0,2,A,14,11,4,5,3,11,3,3,1,2,0,0,1.2,1.11,12,9,9.71,24.17,1.43,1.28
2022-10-15,Wolfsburg,M'gladbach,2,2,D,16,10,4,5,13,11,7,6,3,3,0,0,1.74,0.9,12,3,13.39,16.89,2.03,0.72
2022-10-15,Leipzig,Hertha BSC,3,2,H,14,16,5,5,17,9,8,4,2,3,0,0,3.3,2.42,13,3,6.54,18.73,2.05,0.72
2022-10-16,Union Berlin,Dortmund,2,0,H,14,13,5,6,15,5,5,8,1,2,0,0,1.47,0.8,4,8,27.5,6.93,1.96,0.77
2022-10-16,Bayern Munich,Freiburg,5,0,H,18,6,8,0,8,9,5,5,0,2,0,0,2.08,0.33,16,4,14.5,16.96,2.61,0.25
2022-10-16,1.FC Köln,Augsburg,3,2,H,14,7,6,3,11,15,5,3,2,4,0,0,1.55,0.21,4,4,6.69,10.21,2.5,0.3
2022-10-21,Mainz 05,1.FC Köln,5,0,H,15,6,7,2,13,14,5,4,1,5,0,1,2.22,0.93,3,3,10.67,15.4,2.35,0.46
2022-10-22,Augsburg,Leipzig,3,3,D,11,19,3,8,15,11,3,6,7,1,1,0,1.91,2.39,6,13,13.1,8.78,1.03,1.72
2022-10-22,Dortmund,VfB Stuttgart,5,0,H,19,10,10,1,7,8,9,2,1,0,0,0,2.64,0.99,15,9,9.16,20.06,2.51,0.34
2022-10-22,Freiburg,Werder Bremen,2,0,H,25,10,7,2,14,12,6,2,2,2,0,1,3.34,0.39,9,2,8.76,8.14,2.89,0.07
2022-10-22,Hoffenheim,Bayern Munich,0,2,A,7,23,3,10,12,8,7,5,3,2,0,0,0.77,3.13,3,13,10.88,8.65,0.16,2.76
2022-10-22,Leverkusen,Wolfsburg,2,2,D,13,9,5,3,19,5,3,3,3,1,0,0,2.37,1.15,6,4,12.4,14.74,2.42,0.4
2022-10-22,M'gladbach,Eintracht Frankfurt,1,3,A,8,16,3,5,9,20,3,2,3,2,0,0,1.37,1.8,5,5,11.32,9.9,1.03,1.7
2022-10-23,VfL Bochum,Union Berlin,2,1,H,8,6,5,3,14,10,3,7,1,3,0,0,1.12,1.0,9,4,10.1,12.07,1.42,1.23
2022-10-23,Hertha BSC,Schalke 04,2,1,H,11,9,4,2,14,14,5,6,5,1,0,0,1.06,0.52,7,2,6.77,10.55,1.84,0.83
2022-10-28,Werder Bremen,Hertha BSC,1,0,H,15,9,4,1,14,11,4,5,2,3,0,0,1.54,0.57,6,2,10.47,11.15,2.14,0.61
2022-10-29,Eintracht Frankfurt,Dortmund,1,2,A,20,8,8,2,15,11,4,3,5,5,0,0,1.71,0.73,12,5,11.12,14.11,2.11,0.65
2022-10-29,Bayern Munich,Mainz 05,6,2,H,25,13,12,5,10,11,8,5,1,1,0,0,4.33,1.78,7,5,6.59,25.79,2.71,0.2
2022-10-29,Leipzig,Leverkusen,2,0,H,10,4,6,1,9,7,3,3,3,3,0,0,1.63,0.14,6,6,16.88,25.38,2.62,0.22
2022-10-29,VfB Stuttgart,Augsburg,2,1,H,31,12,8,6,7,12,10,3,1,2,0,0,3.12,0.75,9,5,15.38,15.0,2.72,0.2
2022-10-29,Wolfsburg,VfL Bochum,4,0,H,22,10,7,3,7,17,7,2,1,1,0,0,2.59,0.44,7,2,11.82,10.5,2.72,0.19
2022-10-30,Schalke 04,Freiburg,0,2,A,12,19,3,9,20,7,4,8,3,2,0,0,0.84,2.25,7,7,8.21,12.64,0.41,2.42
2022-10-30,Union Berlin,M'gladbach,2,1,H,14,7,5,3,17,6,6,5,3,2,0,0,1.29,1.01,1,1,12.17,37.5,1.58,1.13
2022-10-30,1.FC Köln,Hoffenheim,1,1,D,11,9,3,4,11,10,5,4,1,2,0,1,0.98,0.78,4,5,19.52,8.0,1.47,1.17
2022-11-04,M'gladbach,VfB Stuttgart,3,1,H,11,13,6,4,13,16,3,5,2,1,0,0,1.33,1.46,9,5,11.78,10.86,1.25,1.48
2022-11-05,Augsburg,Eintracht Frankfurt,1,2,A,9,12,5,7,17,15,3,6,0,1,0,0,1.07,1.32,4,8,8.86,7.57,1.15,1.54
2022-11-05,Dortmund,VfL Bochum,3,0,H,6,7,3,1,7,14,2,5,1,1,0,0,1.43,0.5,4,5,12.14,11.48,2.29,0.46
2022-11-05,Hertha BSC,Bayern Munich,2,3,A,7,14,5,4,13,9,2,7,0,0,0,0,1.09,2.23,2,12,11.43,3.59,0.52,2.25
2022-11-05,Hoffenheim,Leipzig,1,3,A,11,17,3,8,9,9,6,3,4,2,0,0,1.16,1.66,1,9,18.04,20.09,0.99,1.75
2022-11-05,Mainz 05,Wolfsburg,0,3,A,16,10,3,3,15,6,9,4,1,1,0,0,1.24,0.81,13,5,6.47,13.44,1.75,0.95
2022-11-05,Werder Bremen,Schalke 04,2,1,H,11,19,5,3,11,12,3,3,3,2,0,0,1.33,1.35,5,9,9.63,6.88,1.33,1.38
2022-11-06,Freiburg,1.FC Köln,2,0,H,13,6,5,2,9,10,5,3,0,1,0,0,1.46,1.0,7,2,11.7,21.5,1.73,0.98
2022-11-06,Leverkusen,Union Berlin,5,0,H,11,6,8,1,11,17,1,5,1,4,0,0,1.78,0.23,4,3,15.94,24.35,2.62,0.23
2022-11-08,VfB Stuttgart,Hertha BSC,2,1,H,16,11,7,4,9,15,8,5,3,2,0,0,2.0,1.05,11,3,11.45,18.83,2.07,0.72
2022-11-08,VfL Bochum,M'gladbach,2,1,H,13,8,4,2,11,14,6,3,1,3,0,0,1.69,0.77,4,6,9.67,13.27,2.14,0.6
2022-11-08,Bayern Munich,Werder Bremen,6,1,H,21,4,10,1,9,8,8,4,0,0,0,0,5.73,1.44,8,3,12.65,21.86,2.97,0.02
2022-11-08,Wolfsburg,Dortmund,2,0,H,15,20,8,6,10,12,6,9,4,2,0,0,2.91,1.3,8,8,18.6,12.25,2.4,0.46
2022-11-09,Leipzig,Freiburg,3,1,H,18,4,8,2,9,21,6,2,1,4,0,0,3.29,0.15,9,5,14.94,14.65,2.97,0.02
2022-11-09,Eintracht Frankfurt,Hoffenheim,4,2,H,15,12,8,3,9,22,4,5,0,3,0,0,3.78,1.53,11,6,15.11,9.61,2.66,0.24
2022-11-09,1.FC Köln,Leverkusen,1,2,A,17,10,7,3,9,7,6,1,1,2,0,0,1.38,1.04,11,1,11.8,22.0,1.6,1.1
2022-11-09,Union Berlin,Augsburg,2,2,D,18,7,6,2,7,10,6,3,1,4,0,0,1.84,0.29,7,5,11.62,16.38,2.59,0.26
2022-11-09,Schalke 04,Mainz 05,1,0,H,13,11,4,1,16,17,1,6,3,1,0,0,1.98,0.61,7,5,6.14,5.2,2.4,0.42
2022-11-11,M'gladbach,Dortmund,4,2,H,11,20,6,10,12,12,2,9,1,2,0,0,2.64,3.68,5,11,25.46,10.61,0.76,2.06
2022-11-12,Schalke 04,Bayern Munich,0,2,A,6,22,2,6,7,4,4,5,0,0,0,0,0.89,1.65,2,15,20.68,11.29,0.77,1.97
2022-11-12,Augsburg,VfL Bochum,0,1,A,19,11,5,4,12,9,6,2,1,1,0,0,2.35,1.14,13,6,8.24,11.44,2.29,0.52
2022-11-12,Hertha BSC,1.FC Köln,2,0,H,17,10,8,2,15,10,10,5,3,1,0,0,2.13,1.94,3,5,9.65,9.65,1.5,1.23
2022-11-12,Hoffenheim,Wolfsburg,1,2,A,22,6,8,3,15,11,7,1,0,3,0,0,1.42,0.95,8,3,6.46,24.8,1.7,1.01
2022-11-12,Leverkusen,VfB Stuttgart,2,0,H,11,7,3,1,11,10,4,2,2,3,0,0,1.88,0.28,8,4,14.0,10.23,2.67,0.2
2022-11-12,Werder Bremen,Leipzig,1,2,A,7,14,5,3,14,8,0,4,1,2,0,0,1.03,2.13,6,12,15.79,25.55,0.55,2.22
2022-11-13,Freiburg,Union Berlin,4,1,H,7,4,5,2,13,9,2,1,0,1,0,1,2.69,1.66,9,3,9.75,42.82,2.25,0.52
2022-11-13,Mainz 05,Eintracht Frankfurt,1,1,D,19,10,6,3,12,8,5,2,2,2,0,0,1.79,1.4,10,8,18.39,10.54,1.67,0.97
2023-01-20,Leipzig,Bayern Munich,1,1,D,10,7,3,2,17,12,3,2,2,3,0,0,1.03,0.81,10,4,8.65,9.37,1.55,1.06
2023-01-21,VfL Bochum,Hertha BSC,3,1,H,10,10,3,2,13,13,1,6,1,1,0,0,1.67,0.73,1,5,6.12,8.35,2.17,0.6
2023-01-21,Eintracht Frankfurt,Schalke 04,3,0,H,11,18,3,4,14,10,5,4,2,3,0,0,1.68,2.38,6,7,11.92,6.39,0.92,1.86
2023-01-21,VfB Stuttgart,Mainz 05,1,1,D,16,12,4,2,15,17,3,5,1,3,0,0,1.88,1.38,6,2,8.35,14.79,1.74,0.99
2023-01-21,Union Berlin,Hoffenheim,3,1,H,23,10,5,5,11,13,9,4,2,1,0,0,2.48,0.97,5,6,11.45,18.07,2.47,0.38
2023-01-21,Wolfsburg,Freiburg,6,0,H,13,9,11,1,11,12,0,5,1,2,0,0,2.88,0.81,11,8,12.18,22.07,2.68,0.22
2023-01-21,1.FC Köln,Werder Bremen,7,1,H,15,4,7,2,10,14,2,2,0,0,0,0,3.19,0.25,14,6,14.43,8.59,2.9,0.06
2023-01-22,Dortmund,Augsburg,4,3,H,27,14,10,4,6,9,7,3,1,4,0,0,3.27,1.93,14,7,8.4,16.43,2.18,0.65
2023-01-22,M'gladbach,Leverkusen,2,3,A,15,13,8,5,12,14,2,3,3,2,0,0,0.99,1.68,6,9,9.26,24.83,0.83,1.91
2023-01-24,Schalke 04,Leipzig,1,6,A,9,21,1,14,16,13,1,6,1,1,0,0,0.5,4.23,2,12,13.75,10.0,0.03,2.95
2023-01-24,Hoffenheim,VfB Stuttgart,2,2,D,13,8,5,4,12,4,6,4,1,3,0,1,1.82,0.66,11,2,8.55,28.0,2.28,0.51
2023-01-24,Hertha BSC,Wolfsburg,0,5,A,8,15,2,7,20,13,6,4,2,0,0,0,0.57,2.95,3,10,10.86,7.13,0.14,2.79
2023-01-24,Bayern Munich,1.FC Köln,1,1,D,22,2,7,1,7,10,9,4,0,1,0,0,1.49,0.78,13,2,4.76,16.21,1.89,0.8
2023-01-25,Freiburg,Eintracht Frankfurt,1,1,D,12,4,5,2,15,15,4,3,3,3,0,0,1.79,0.26,17,4,11.89,8.43,2.6,0.24
2023-01-25,Augsburg,M'gladbach,1,0,H,14,7,4,2,15,15,3,2,1,2,0,0,0.87,0.51,5,3,19.94,12.0,1.59,1.03
2023-01-25,Mainz 05,Dortmund,1,2,A,12,12,4,6,15,7,2,3,2,0,0,0,0.85,1.16,5,8,12.3,11.05,1.06,1.64
2023-01-25,Leverkusen,VfL Bochum,2,0,H,11,9,4,2,15,14,3,4,2,4,0,0,1.89,0.82,9,13,11.38,8.47,2.25,0.53
2023-01-25,Werder Bremen,Union Berlin,1,2,A,8,11,3,5,11,17,5,7,0,0,0,0,0.57,1.05,11,1,16.38,12.96,0.89,1.78
2023-01-27,Leipzig,VfB Stuttgart,2,1,H,9,10,4,3,8,6,3,6,0,0,0,0,1.59,1.87,4,4,11.23,21.72,1.14,1.59
2023-01-28,Freiburg,Augsburg,3,1,H,15,16,9,4,14,9,3,7,3,3,0,0,1.92,2.0,10,13,10.92,9.27,1.29,1.44
2023-01-28,Bayern Munich,Eintracht Frankfurt,1,1,D,14,7,6,1,6,4,7,6,3,1,0,0,1.38,0.88,12,4,8.38,22.05,1.77,0.93
2023-01-28,Werder Bremen,Wolfsburg,2,1,H,14,7,5,3,16,12,2,6,3,3,0,0,1.8,0.7,11,14,10.11,9.5,2.26,0.51
2023-01-28,Mainz 05,VfL Bochum,5,2,H,14,14,7,4,17,11,3,2,0,1,0,0,2.87,0.91,6,5,9.35,9.53,2.65,0.24
2023-01-28,Hoffenheim,M'gladbach,1,4,A,15,10,5,5,23,10,4,3,2,1,0,0,1.96,1.8,11,7,8.42,12.0,1.48,1.23
2023-01-28,Hertha BSC,Union Berlin,0,2,A,10,7,3,3,12,13,3,2,1,2,0,0,0.46,0.88,11,3,9.89,6.76,0.83,1.81
2023-01-29,Leverkusen,Dortmund,0,2,A,20,6,7,2,13,20,8,4,2,4,0,0,1.84,0.98,2,4,12.23,9.6,2.02,0.73
2023-01-29,Schalke 04,1.FC Köln,0,0,D,15,7,2,0,13,16,7,7,3,4,0,0,1.12,0.33,6,3,8.04,9.85,2.1,0.59
2023-02-03,Augsburg,Leverkusen,1,0,H,10,12,5,4,14,8,2,1,3,2,0,0,0.92,0.46,2,6,10.63,10.67,1.8,0.84
2023-02-04,M'gladbach,Schalke 04,0,0,D,17,18,4,5,9,15,9,5,2,3,0,0,1.13,1.18,4,4,14.31,7.56,1.31,1.39
2023-02-04,Union Berlin,Mainz 05,2,1,H,9,9,5,2,12,10,5,5,1,1,0,0,0.98,1.09,4,9,12.78,14.07,1.17,1.43
2023-02-04,1.FC Köln,Leipzig,0,0,D,9,7,0,2,10,15,5,1,3,4,0,0,0.61,1.0,7,2,12.82,9.21,0.95,1.7
2023-02-04,Eintracht Frankfurt,Hertha BSC,3,0,H,10,13,4,3,12,10,7,1,1,2,0,0,2.0,0.94,9,5,12.65,16.16,2.22,0.57
